Report_Name	Book Access Denied
Report_ID	TR_B2
Release	5
Institution_Name	Robertson Library, UPEI
Institution_ID	SN:3000162182
Metric_Types	Limit_Exceeded; No_License
Report_Filters	Data_Type=Book; Access_Method=Regular
Report_Attributes	
Exceptions	
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T14:02:07Z
Created_By	SpringerNature

Title	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	YOP	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Jaagsiekte Sheep Retrovirus and Lung Cancer	Springer Berlin Heidelberg		SpringerLink	10.1007/978-3-642-55638-8	SN:10.1007/978-3-642-55638-8	978-3-642-55638-8	0070-217X			2003	No_License	1	1	0
Jean-Paul Sartre	Macmillan Education UK		SpringerLink	10.1007/978-1-349-22053-3	SN:10.1007/978-1-349-22053-3	978-1-349-22053-3				1992	No_License	1	1	0
Kinder- und Jugendliteraturforschung 2002/2003	J.B. Metzler		SpringerLink	10.1007/978-3-476-02890-7	SN:10.1007/978-3-476-02890-7	978-3-476-02890-7				2003	No_License	2	2	0
Knowledge and Critical Pedagogy	Springer Netherlands		SpringerLink	10.1007/978-1-4020-8224-5	SN:10.1007/978-1-4020-8224-5	978-1-4020-8224-5				2008	No_License	2	2	0
Lacrimal Gland, Tear Film, and Dry Eye Syndromes	Springer US		SpringerLink	10.1007/978-1-4615-2417-5	SN:10.1007/978-1-4615-2417-5	978-1-4615-2417-5	0065-2598			1994	No_License	1	1	0
Leading Solutions	Springer Singapore		SpringerLink	10.1007/978-981-33-6485-1	SN:10.1007/978-981-33-6485-1	978-981-33-6485-1				2021	No_License	1	1	0
Learning in Public Policy	Springer International Publishing		SpringerLink	10.1007/978-3-319-76210-4	SN:10.1007/978-3-319-76210-4	978-3-319-76210-4	2524-7301	2524-731X		2018	No_License	1	1	0
Leptospira and Leptospirosis	Springer Berlin Heidelberg		SpringerLink	10.1007/978-3-662-45059-8	SN:10.1007/978-3-662-45059-8	978-3-662-45059-8	0070-217X	2196-9965		2015	No_License	1	1	0
Lifelogging	Springer Fachmedien Wiesbaden		SpringerLink	10.1007/978-3-658-13137-1	SN:10.1007/978-3-658-13137-1	978-3-658-13137-1				2016	No_License	1	1	0
Lobsters: Biology, Fisheries and Aquaculture	Springer Singapore		SpringerLink	10.1007/978-981-32-9094-5	SN:10.1007/978-981-32-9094-5	978-981-32-9094-5				2019	No_License	1	1	0
Long Cycles in World Politics	Palgrave Macmillan UK		SpringerLink	10.1007/978-1-349-09151-5	SN:10.1007/978-1-349-09151-5	978-1-349-09151-5				1987	No_License	1	1	0
Lymphedema	Springer International Publishing		SpringerLink	10.1007/978-3-319-52423-8	SN:10.1007/978-3-319-52423-8	978-3-319-52423-8				2018	No_License	1	1	0
Manual of Neonatal Respiratory Care	Springer International Publishing		SpringerLink	10.1007/978-3-030-93997-7	SN:10.1007/978-3-030-93997-7	978-3-030-93997-7				2022	No_License	4	4	0
Marine Hard Bottom Communities	Springer Berlin Heidelberg		SpringerLink	10.1007/b76710	SN:10.1007/b76710	978-3-540-92704-4	0070-8356			2009	No_License	1	1	0
Marine Organisms as Model Systems in Biology and Medicine	Springer International Publishing		SpringerLink	10.1007/978-3-319-92486-1	SN:10.1007/978-3-319-92486-1	978-3-319-92486-1	0080-1844	1861-0412		2018	No_License	1	1	0
Marine Pelagic Cyanobacteria: Trichodesmium and other Diazotrophs	Springer Netherlands		SpringerLink	10.1007/978-94-015-7977-3	SN:10.1007/978-94-015-7977-3	978-94-015-7977-3	1389-2185			1992	No_License	1	1	0
Mechanics and Energetics of the Myocardium	Springer US		SpringerLink	10.1007/978-1-4615-0879-3	SN:10.1007/978-1-4615-0879-3	978-1-4615-0879-3	1566-0753			2002	No_License	1	1	0
Methodology for Multilevel Modeling in Educational Research	Springer Singapore		SpringerLink	10.1007/978-981-16-9142-3	SN:10.1007/978-981-16-9142-3	978-981-16-9142-3				2022	No_License	1	1	0
Microanalysis of Solids	Springer US		SpringerLink	10.1007/978-1-4899-1492-7	SN:10.1007/978-1-4899-1492-7	978-1-4899-1492-7				1994	No_License	1	1	0
Migration, Temporality, and Capitalism	Springer International Publishing		SpringerLink	10.1007/978-3-319-72781-3	SN:10.1007/978-3-319-72781-3	978-3-319-72781-3				2018	No_License	2	2	0
Minimum Wages in China	Springer Singapore		SpringerLink	10.1007/978-981-15-2421-9	SN:10.1007/978-981-15-2421-9	978-981-15-2421-9				2020	No_License	1	1	0
Model-Based Reasoning	Springer US		SpringerLink	10.1007/978-1-4615-0605-8	SN:10.1007/978-1-4615-0605-8	978-1-4615-0605-8				2002	No_License	3	3	0
Modeling, Design, Construction, and Operation of Power Generators with Solid Oxide Fuel Cells	Springer International Publishing		SpringerLink	10.1007/978-3-319-75602-8	SN:10.1007/978-3-319-75602-8	978-3-319-75602-8	1865-3529	1865-3537		2018	No_License	1	1	0
Modelling and Management of Engineering Processes	Springer London		SpringerLink	10.1007/978-1-84996-199-8	SN:10.1007/978-1-84996-199-8	978-1-84996-199-8				2010	No_License	3	3	0
Modern Hematology	Humana Press		SpringerLink	10.1007/978-1-59259-203-6	SN:10.1007/978-1-59259-203-6	978-1-59259-203-6				2000	No_License	1	1	0
Molluscan Shellfish Safety	Springer Netherlands		SpringerLink	10.1007/978-94-007-6588-7	SN:10.1007/978-94-007-6588-7	978-94-007-6588-7				2014	No_License	1	1	0
Nanofertilizers for Sustainable Agroecosystems	Springer Nature Switzerland		SpringerLink	10.1007/978-3-031-41329-2	SN:10.1007/978-3-031-41329-2	978-3-031-41329-2	2523-8027	2523-8035		2024	No_License	1	1	0
Nanotechnologies in Food and Agriculture	Springer International Publishing		SpringerLink	10.1007/978-3-319-14024-7	SN:10.1007/978-3-319-14024-7	978-3-319-14024-7				2015	No_License	2	2	0
Neuraxial Therapeutics	Springer International Publishing		SpringerLink	10.1007/978-3-031-39558-1	SN:10.1007/978-3-031-39558-1	978-3-031-39558-1				2023	No_License	2	2	0
New Knowledge in Information Systems and Technologies	Springer International Publishing		SpringerLink	10.1007/978-3-030-16187-3	SN:10.1007/978-3-030-16187-3	978-3-030-16187-3	2194-5357	2194-5365		2019	No_License	1	1	0
Pain	Springer International Publishing		SpringerLink	10.1007/978-3-319-99124-5	SN:10.1007/978-3-319-99124-5	978-3-319-99124-5				2019	No_License	1	1	0
Paleontology	Springer Berlin Heidelberg		SpringerLink	10.1007/3-540-31078-9	SN:10.1007/3-540-31078-9	978-3-540-31078-5	1388-4360	1871-756X		1979	No_License	1	1	0
Parenting as Spiritual Practice and Source for Theology	Springer International Publishing		SpringerLink	10.1007/978-3-319-59653-2	SN:10.1007/978-3-319-59653-2	978-3-319-59653-2				2017	No_License	2	2	0
Pathophysiology of Shock, Sepsis, and Organ Failure	Springer Berlin Heidelberg		SpringerLink	10.1007/978-3-642-76736-4	SN:10.1007/978-3-642-76736-4	978-3-642-76736-4				1993	No_License	1	1	0
Peace, Justice and Strong Institutions	Springer International Publishing		SpringerLink	10.1007/978-3-319-71066-2	SN:10.1007/978-3-319-71066-2	978-3-319-71066-2	2523-7403	2523-7411		2021	No_License	2	2	0
Performing Korea	Palgrave Macmillan UK		SpringerLink	10.1057/978-1-137-44491-2	SN:10.1057/978-1-137-44491-2	978-1-137-44491-2				2017	No_License	2	2	0
Personenlexikon der Psychotherapie	Springer Vienna		SpringerLink	10.1007/3-211-29396-5	SN:10.1007/3-211-29396-5	978-3-211-29396-6				2005	No_License	1	1	0
Photonics	Springer International Publishing		SpringerLink	10.1007/978-3-319-26076-1	SN:10.1007/978-3-319-26076-1	978-3-319-26076-1				2016	No_License	4	4	0
Physical Virology	Springer International Publishing		SpringerLink	10.1007/978-3-030-14741-9	SN:10.1007/978-3-030-14741-9	978-3-030-14741-9	0065-2598	2214-8019		2019	No_License	1	1	0
Plant Genome Diversity Volume 1	Springer Vienna		SpringerLink	10.1007/978-3-7091-1130-7	SN:10.1007/978-3-7091-1130-7	978-3-7091-1130-7				2012	No_License	2	2	0
Postcolonial Travel Writing	Palgrave Macmillan UK		SpringerLink	10.1057/9780230294769	SN:10.1057/9780230294769	978-0-230-29476-9				2011	No_License	1	1	0
Power Engineering and Intelligent Systems	Springer Nature Singapore		SpringerLink	10.1007/978-981-99-7216-6	SN:10.1007/978-981-99-7216-6	978-981-99-7216-6	1876-1100	1876-1119		2024	No_License	1	1	0
Probability and Stochastics	Springer New York		SpringerLink	10.1007/978-0-387-87859-1	SN:10.1007/978-0-387-87859-1	978-0-387-87859-1	0072-5285			2011	No_License	1	1	0
Proceedings of the 2nd International Conference on Business and Policy Studies	Springer Nature Singapore		SpringerLink	10.1007/978-981-99-6441-3	SN:10.1007/978-981-99-6441-3	978-981-99-6441-3	2731-4006	2731-4014		2023	No_License	2	2	0
Proceedings of the Future Technologies Conference (FTC) 2020, Volume 1	Springer International Publishing		SpringerLink	10.1007/978-3-030-63128-4	SN:10.1007/978-3-030-63128-4	978-3-030-63128-4	2194-5357	2194-5365		2021	No_License	3	3	0
Protein Acetylation	Springer New York		SpringerLink	10.1007/978-1-4939-9434-2	SN:10.1007/978-1-4939-9434-2	978-1-4939-9434-2	1064-3745	1940-6029		2019	No_License	1	1	0
Public Administration in the NICs	Palgrave Macmillan UK		SpringerLink	10.1007/978-1-349-24873-5	SN:10.1007/978-1-349-24873-5	978-1-349-24873-5				1996	No_License	1	1	0
Reasons and Empty Persons: Mind, Metaphysics, and Morality	Springer International Publishing		SpringerLink	10.1007/978-3-031-13995-6	SN:10.1007/978-3-031-13995-6	978-3-031-13995-6	2211-1107	2211-1115		2023	No_License	1	1	0
Regional Perspectives on Farm Energy	Springer International Publishing		SpringerLink	10.1007/978-3-030-90831-7	SN:10.1007/978-3-030-90831-7	978-3-030-90831-7				2022	No_License	1	1	0
Replacement of Renal Function by Dialysis	Springer Netherlands		SpringerLink	10.1007/978-0-585-36947-1	SN:10.1007/978-0-585-36947-1	978-0-585-36947-1				1996	No_License	1	1	0
Research Handbook on Childhoodnature	Springer International Publishing		SpringerLink	10.1007/978-3-319-67286-1	SN:10.1007/978-3-319-67286-1	978-3-319-67286-1	2197-1951	2197-196X		2020	No_License	1	1	0
Research in Thermochemical Biomass Conversion	Springer Netherlands		SpringerLink	10.1007/978-94-009-2737-7	SN:10.1007/978-94-009-2737-7	978-94-009-2737-7				1988	No_License	1	1	0
Robot 2019: Fourth Iberian Robotics Conference	Springer International Publishing		SpringerLink	10.1007/978-3-030-35990-4	SN:10.1007/978-3-030-35990-4	978-3-030-35990-4	2194-5357	2194-5365		2020	No_License	1	1	0
Root Ecology	Springer Berlin Heidelberg		SpringerLink	10.1007/978-3-662-09784-7	SN:10.1007/978-3-662-09784-7	978-3-662-09784-7	0070-8356			2003	No_License	1	1	0
Royal Heirs and the Uses of Soft Power in Nineteenth-Century Europe	Palgrave Macmillan UK		SpringerLink	10.1057/978-1-137-59206-4	SN:10.1057/978-1-137-59206-4	978-1-137-59206-4				2016	No_License	2	2	0
Seagrasses of Australia	Springer International Publishing		SpringerLink	10.1007/978-3-319-71354-0	SN:10.1007/978-3-319-71354-0	978-3-319-71354-0				2018	No_License	1	1	0
Second International Handbook of Urban Education	Springer International Publishing		SpringerLink	10.1007/978-3-319-40317-5	SN:10.1007/978-3-319-40317-5	978-3-319-40317-5	2197-1951	2197-196X		2017	No_License	1	1	0
Sex as Work	Springer International Publishing		SpringerLink	10.1007/978-3-031-19260-9	SN:10.1007/978-3-031-19260-9	978-3-031-19260-9	2731-376X	2731-3778		2023	No_License	1	1	0
Sleep Disorders Medicine	Springer New York		SpringerLink	10.1007/978-1-4939-6578-6	SN:10.1007/978-1-4939-6578-6	978-1-4939-6578-6				2017	No_License	1	1	0
Small Island Developing States	Springer International Publishing		SpringerLink	10.1007/978-3-030-82774-8	SN:10.1007/978-3-030-82774-8	978-3-030-82774-8	2627-5996	2627-6003		2021	No_License	1	1	0
Smart Technologies for Energy, Environment and Sustainable Development, Vol 2	Springer Nature Singapore		SpringerLink	10.1007/978-981-16-6879-1	SN:10.1007/978-981-16-6879-1	978-981-16-6879-1	2352-2534	2352-2542		2022	No_License	1	1	0
Socioeconomic Inequality and Student Outcomes	Springer Singapore		SpringerLink	10.1007/978-981-13-9863-6	SN:10.1007/978-981-13-9863-6	978-981-13-9863-6	2520-1476	2520-1484		2019	No_License	2	2	0
Solar Buildings and Neighborhoods	Springer International Publishing		SpringerLink	10.1007/978-3-030-47016-6	SN:10.1007/978-3-030-47016-6	978-3-030-47016-6	1865-3529	1865-3537		2020	No_License	1	1	0
Sowing Seeds in the City	Springer Netherlands		SpringerLink	10.1007/978-94-017-7453-6	SN:10.1007/978-94-017-7453-6	978-94-017-7453-6				2016	No_License	3	3	0
Springer Handbook of Automation	Springer Berlin Heidelberg		SpringerLink	10.1007/978-3-540-78831-7	SN:10.1007/978-3-540-78831-7	978-3-540-78831-7	2522-8692	2522-8706		2009	No_License	1	1	0
Springer Handbook of Odor	Springer International Publishing		SpringerLink	10.1007/978-3-319-26932-0	SN:10.1007/978-3-319-26932-0	978-3-319-26932-0	2522-8692	2522-8706		2017	No_License	1	1	0
Springer Handbook of Robotics	Springer International Publishing		SpringerLink	10.1007/978-3-319-32552-1	SN:10.1007/978-3-319-32552-1	978-3-319-32552-1	2522-8692	2522-8706		2016	No_License	1	1	0
Statistical Genomics	Springer New York		SpringerLink	10.1007/978-1-4939-3578-9	SN:10.1007/978-1-4939-3578-9	978-1-4939-3578-9	1064-3745	1940-6029		2016	No_License	1	1	0
Strasburger's Plant Sciences	Springer Berlin Heidelberg		SpringerLink	10.1007/978-3-642-15518-5	SN:10.1007/978-3-642-15518-5	978-3-642-15518-5				2013	No_License	1	1	0
Summability Calculus	Springer International Publishing		SpringerLink	10.1007/978-3-319-74648-7	SN:10.1007/978-3-319-74648-7	978-3-319-74648-7				2018	No_License	1	1	0
Sustainable Agriculture, Forest and Environmental Management	Springer Singapore		SpringerLink	10.1007/978-981-13-6830-1	SN:10.1007/978-981-13-6830-1	978-981-13-6830-1				2019	No_License	1	1	0
Sustainable Aquaculture	Springer International Publishing		SpringerLink	10.1007/978-3-319-73257-2	SN:10.1007/978-3-319-73257-2	978-3-319-73257-2				2018	No_License	1	1	0
Syncytia: Origin, Structure, and Functions	Springer International Publishing		SpringerLink	10.1007/978-3-031-37936-9	SN:10.1007/978-3-031-37936-9	978-3-031-37936-9	0080-1844	1861-0412		2024	No_License	3	3	0
System Dynamics Modeling with R	Springer International Publishing		SpringerLink	10.1007/978-3-319-34043-2	SN:10.1007/978-3-319-34043-2	978-3-319-34043-2	2190-5428	2190-5436		2016	No_License	1	1	0
Systematics and Evolution	Springer Berlin Heidelberg		SpringerLink	10.1007/978-3-642-55318-9	SN:10.1007/978-3-642-55318-9	978-3-642-55318-9				2014	No_License	1	1	0
Systems approaches for agricultural development	Springer Netherlands		SpringerLink	10.1007/978-94-011-2842-1	SN:10.1007/978-94-011-2842-1	978-94-011-2842-1				1993	No_License	1	1	0
Teaching Literature	Palgrave Macmillan UK		SpringerLink	10.1057/978-1-137-31110-8	SN:10.1057/978-1-137-31110-8	978-1-137-31110-8				2017	No_License	1	1	0
Technology Education for Teachers	SensePublishers		SpringerLink	10.1007/978-94-6209-161-0	SN:10.1007/978-94-6209-161-0	978-94-6209-161-0				2012	No_License	1	1	0
The American Evasion of Philosophy	Palgrave Macmillan UK		SpringerLink	10.1007/978-1-349-20415-1	SN:10.1007/978-1-349-20415-1	978-1-349-20415-1				1989	No_License	1	1	0
The Anthropology of Sustainability	Palgrave Macmillan US		SpringerLink	10.1057/978-1-137-56636-2	SN:10.1057/978-1-137-56636-2	978-1-137-56636-2				2017	No_License	5	5	0
The Boundary Value Problems of Mathematical Physics	Springer New York		SpringerLink	10.1007/978-1-4757-4317-3	SN:10.1007/978-1-4757-4317-3	978-1-4757-4317-3	0066-5452			1985	No_License	1	1	0
The Dilworth Theorems	Birkhäuser Boston		SpringerLink	10.1007/978-1-4899-3558-8	SN:10.1007/978-1-4899-3558-8	978-1-4899-3558-8				1990	No_License	1	1	0
The Experience of Meaning in Life	Springer Netherlands		SpringerLink	10.1007/978-94-007-6527-6	SN:10.1007/978-94-007-6527-6	978-94-007-6527-6				2013	No_License	2	2	0
The Future of Technology Education	Springer Singapore		SpringerLink	10.1007/978-981-287-170-1	SN:10.1007/978-981-287-170-1	978-981-287-170-1				2015	No_License	1	1	0
The Green Economy and the Water-Energy-Food Nexus	Springer International Publishing		SpringerLink	10.1007/978-3-031-39679-3	SN:10.1007/978-3-031-39679-3	978-3-031-39679-3				2023	No_License	1	1	0
The Palgrave Guide to English Literature and its Contexts, 1500–2000	Macmillan Education UK		SpringerLink	10.1007/978-0-230-00099-5	SN:10.1007/978-0-230-00099-5	978-0-230-00099-5				2004	No_License	1	1	0
The Palgrave Handbook of Climate History	Palgrave Macmillan UK		SpringerLink	10.1057/978-1-137-43020-5	SN:10.1057/978-1-137-43020-5	978-1-137-43020-5				2018	No_License	1	1	0
The Palgrave Handbook of Deceptive Communication	Springer International Publishing		SpringerLink	10.1007/978-3-319-96334-1	SN:10.1007/978-3-319-96334-1	978-3-319-96334-1				2019	No_License	1	1	0
The Palgrave Handbook of Ethnicity	Springer Singapore		SpringerLink	10.1007/978-981-13-2898-5	SN:10.1007/978-981-13-2898-5	978-981-13-2898-5				2019	No_License	1	1	0
The Palgrave Handbook of Media Misinformation	Springer International Publishing		SpringerLink	10.1007/978-3-031-11976-7	SN:10.1007/978-3-031-11976-7	978-3-031-11976-7				2023	No_License	1	1	0
The Palgrave Handbook of Organizational Change Thinkers	Springer International Publishing		SpringerLink	10.1007/978-3-030-38324-4	SN:10.1007/978-3-030-38324-4	978-3-030-38324-4				2021	No_License	1	1	0
The Palgrave Handbook of Practical Animal Ethics	Palgrave Macmillan UK		SpringerLink	10.1057/978-1-137-36671-9	SN:10.1057/978-1-137-36671-9	978-1-137-36671-9	2634-6672	2634-6680		2018	No_License	1	1	0
The Palgrave International Handbook of Action Research	Palgrave Macmillan US		SpringerLink	10.1057/978-1-137-40523-4	SN:10.1057/978-1-137-40523-4	978-1-137-40523-4				2017	No_License	2	2	0
The Pedagogy of Shalom	Springer Singapore		SpringerLink	10.1007/978-981-10-2987-5	SN:10.1007/978-981-10-2987-5	978-981-10-2987-5				2017	No_License	1	1	0
The Petite Bourgeoisie	Palgrave Macmillan UK		SpringerLink	10.1007/978-1-137-10048-1	SN:10.1007/978-1-137-10048-1	978-1-137-10048-1				1981	No_License	4	4	0
The Political Economy of Science	Macmillan Education UK		SpringerLink	10.1007/978-1-349-15725-9	SN:10.1007/978-1-349-15725-9	978-1-349-15725-9				1976	No_License	2	2	0
The Potato Crop	Springer US		SpringerLink	10.1007/978-1-4899-7210-1	SN:10.1007/978-1-4899-7210-1	978-1-4899-7210-1				1978	No_License	2	2	0
The Prokaryotes	Springer Berlin Heidelberg		SpringerLink	10.1007/978-3-642-30144-5	SN:10.1007/978-3-642-30144-5	978-3-642-30144-5				2013	No_License	1	1	0
The Psychology of Sympathy	Springer US		SpringerLink	10.1007/978-1-4757-6779-7	SN:10.1007/978-1-4757-6779-7	978-1-4757-6779-7				1991	No_License	2	2	0
The Spleen	Springer Nature Singapore		SpringerLink	10.1007/978-981-99-6191-7	SN:10.1007/978-981-99-6191-7	978-981-99-6191-7				2023	No_License	1	1	0
Theories of Group Behavior	Springer New York		SpringerLink	10.1007/978-1-4612-4634-3	SN:10.1007/978-1-4612-4634-3	978-1-4612-4634-3				1987	No_License	2	2	0
Third Congress on Intelligent Systems	Springer Nature Singapore		SpringerLink	10.1007/978-981-19-9225-4	SN:10.1007/978-981-19-9225-4	978-981-19-9225-4	2367-3370	2367-3389		2023	No_License	1	1	0
Toxicologic Pathology for Non-Pathologists	Springer New York		SpringerLink	10.1007/978-1-4939-9777-0	SN:10.1007/978-1-4939-9777-0	978-1-4939-9777-0				2019	No_License	1	1	0
Transforming Assessment in Education	Springer International Publishing		SpringerLink	10.1007/978-3-031-26991-2	SN:10.1007/978-3-031-26991-2	978-3-031-26991-2	2198-2643	2198-2651		2023	No_License	1	1	0
Transplant Psychiatry	Springer International Publishing		SpringerLink	10.1007/978-3-031-15052-4	SN:10.1007/978-3-031-15052-4	978-3-031-15052-4				2022	No_License	1	1	0
Transport Analysis	Springer US		SpringerLink	10.1007/978-1-4613-4484-1	SN:10.1007/978-1-4613-4484-1	978-1-4613-4484-1				1973	No_License	2	2	0
Trauma-Informed Pedagogies	Springer International Publishing		SpringerLink	10.1007/978-3-030-92705-9	SN:10.1007/978-3-030-92705-9	978-3-030-92705-9				2022	No_License	5	5	0
Tubulointerstitial Nephritis	Springer International Publishing		SpringerLink	10.1007/978-3-030-93438-5	SN:10.1007/978-3-030-93438-5	978-3-030-93438-5				2022	No_License	1	1	0
Uric acid lithiasis	Steinkopff		SpringerLink	10.1007/978-3-642-85318-0	SN:10.1007/978-3-642-85318-0	978-3-642-85318-0	0071-7975			1981	No_License	1	1	0
Water Soluble Vitamins	Springer Netherlands		SpringerLink	10.1007/978-94-007-2199-9	SN:10.1007/978-94-007-2199-9	978-94-007-2199-9	0306-0225			2012	No_License	1	1	0
Waters in Peril	Springer US		SpringerLink	10.1007/978-1-4615-1493-0	SN:10.1007/978-1-4615-1493-0	978-1-4615-1493-0				2001	No_License	1	1	0
Wetlands: Ecosystem Services, Restoration and Wise Use	Springer International Publishing		SpringerLink	10.1007/978-3-030-14861-4	SN:10.1007/978-3-030-14861-4	978-3-030-14861-4	0070-8356	2196-971X		2019	No_License	2	2	0
