Report_Name	Book Requests (Excluding OA_Gold)
Report_ID	TR_B1
Release	5
Institution_Name	Robertson Library, UPEI
Institution_ID	SN:3000162182
Metric_Types	Total_Item_Requests; Unique_Title_Requests
Report_Filters	Data_Type=Book; Access_Type=Controlled; Access_Method=Regular
Report_Attributes	
Exceptions	
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T14:02:25Z
Created_By	SpringerNature

Title	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	YOP	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Pulses	Springer International Publishing		SpringerLink	10.1007/978-3-030-41376-7	SN:10.1007/978-3-030-41376-7	978-3-030-41376-7				2020	Total_Item_Requests	2	2	0
Pulses	Springer International Publishing		SpringerLink	10.1007/978-3-030-41376-7	SN:10.1007/978-3-030-41376-7	978-3-030-41376-7				2020	Unique_Title_Requests	1	1	0
Realigning Research and Practice in Information Systems Development	Springer US		SpringerLink	10.1007/978-0-387-35489-7	SN:10.1007/978-0-387-35489-7	978-0-387-35489-7	1868-4238	1868-422X		2001	Total_Item_Requests	1	1	0
Realigning Research and Practice in Information Systems Development	Springer US		SpringerLink	10.1007/978-0-387-35489-7	SN:10.1007/978-0-387-35489-7	978-0-387-35489-7	1868-4238	1868-422X		2001	Unique_Title_Requests	1	1	0
Reviews of Environmental Contamination and Toxicology Volume 259	Springer International Publishing		SpringerLink	10.1007/978-3-030-88342-3	SN:10.1007/978-3-030-88342-3	978-3-030-88342-3	0179-5953	2197-6554		2021	Total_Item_Requests	1	1	0
Reviews of Environmental Contamination and Toxicology Volume 259	Springer International Publishing		SpringerLink	10.1007/978-3-030-88342-3	SN:10.1007/978-3-030-88342-3	978-3-030-88342-3	0179-5953	2197-6554		2021	Unique_Title_Requests	1	1	0
Reviews on New Drug Targets in Age-Related Disorders	Springer International Publishing		SpringerLink	10.1007/978-3-030-42667-5	SN:10.1007/978-3-030-42667-5	978-3-030-42667-5	0065-2598	2214-8019		2020	Total_Item_Requests	2	2	0
Reviews on New Drug Targets in Age-Related Disorders	Springer International Publishing		SpringerLink	10.1007/978-3-030-42667-5	SN:10.1007/978-3-030-42667-5	978-3-030-42667-5	0065-2598	2214-8019		2020	Unique_Title_Requests	2	2	0
Scabies	Springer International Publishing		SpringerLink	10.1007/978-3-031-26070-4	SN:10.1007/978-3-031-26070-4	978-3-031-26070-4				2023	Total_Item_Requests	2	2	0
Scabies	Springer International Publishing		SpringerLink	10.1007/978-3-031-26070-4	SN:10.1007/978-3-031-26070-4	978-3-031-26070-4				2023	Unique_Title_Requests	1	1	0
Science, Technology and Society	Springer International Publishing		SpringerLink	10.1007/978-3-031-08306-8	SN:10.1007/978-3-031-08306-8	978-3-031-08306-8				2022	Total_Item_Requests	1	1	0
Science, Technology and Society	Springer International Publishing		SpringerLink	10.1007/978-3-031-08306-8	SN:10.1007/978-3-031-08306-8	978-3-031-08306-8				2022	Unique_Title_Requests	1	1	0
Sexual Minorities and Mental Health	Springer International Publishing		SpringerLink	10.1007/978-3-031-37438-8	SN:10.1007/978-3-031-37438-8	978-3-031-37438-8				2023	Total_Item_Requests	4	4	0
Sexual Minorities and Mental Health	Springer International Publishing		SpringerLink	10.1007/978-3-031-37438-8	SN:10.1007/978-3-031-37438-8	978-3-031-37438-8				2023	Unique_Title_Requests	3	3	0
Site, Dance and Body	Springer International Publishing		SpringerLink	10.1007/978-3-030-64800-8	SN:10.1007/978-3-030-64800-8	978-3-030-64800-8				2021	Total_Item_Requests	1	1	0
Site, Dance and Body	Springer International Publishing		SpringerLink	10.1007/978-3-030-64800-8	SN:10.1007/978-3-030-64800-8	978-3-030-64800-8				2021	Unique_Title_Requests	1	1	0
Smart and Sustainable Food Technologies	Springer Nature Singapore		SpringerLink	10.1007/978-981-19-1746-2	SN:10.1007/978-981-19-1746-2	978-981-19-1746-2				2022	Total_Item_Requests	1	1	0
Smart and Sustainable Food Technologies	Springer Nature Singapore		SpringerLink	10.1007/978-981-19-1746-2	SN:10.1007/978-981-19-1746-2	978-981-19-1746-2				2022	Unique_Title_Requests	1	1	0
Social Media and Technology Across the Lifespan	Springer International Publishing		SpringerLink	10.1007/978-3-030-99049-7	SN:10.1007/978-3-030-99049-7	978-3-030-99049-7				2022	Total_Item_Requests	1	1	0
Social Media and Technology Across the Lifespan	Springer International Publishing		SpringerLink	10.1007/978-3-030-99049-7	SN:10.1007/978-3-030-99049-7	978-3-030-99049-7				2022	Unique_Title_Requests	1	1	0
Stewardship of Future Drylands and Climate Change in the Global South	Springer International Publishing		SpringerLink	10.1007/978-3-030-22464-6	SN:10.1007/978-3-030-22464-6	978-3-030-22464-6	2352-0698	2352-0701		2020	Total_Item_Requests	4	4	0
Stewardship of Future Drylands and Climate Change in the Global South	Springer International Publishing		SpringerLink	10.1007/978-3-030-22464-6	SN:10.1007/978-3-030-22464-6	978-3-030-22464-6	2352-0698	2352-0701		2020	Unique_Title_Requests	1	1	0
Sugar and Sugar Derivatives: Changing Consumer Preferences	Springer Singapore		SpringerLink	10.1007/978-981-15-6663-9	SN:10.1007/978-981-15-6663-9	978-981-15-6663-9				2020	Total_Item_Requests	3	3	0
Sugar and Sugar Derivatives: Changing Consumer Preferences	Springer Singapore		SpringerLink	10.1007/978-981-15-6663-9	SN:10.1007/978-981-15-6663-9	978-981-15-6663-9				2020	Unique_Title_Requests	3	3	0
Sustainability in Ruminant Livestock	Springer Singapore		SpringerLink	10.1007/978-981-33-4343-6	SN:10.1007/978-981-33-4343-6	978-981-33-4343-6				2021	Total_Item_Requests	1	1	0
Sustainability in Ruminant Livestock	Springer Singapore		SpringerLink	10.1007/978-981-33-4343-6	SN:10.1007/978-981-33-4343-6	978-981-33-4343-6				2021	Unique_Title_Requests	1	1	0
Switched Linear Systems	Springer London		SpringerLink	10.1007/1-84628-131-8	SN:10.1007/1-84628-131-8	978-1-84628-131-0	0178-5354			2005	Total_Item_Requests	2	2	0
Switched Linear Systems	Springer London		SpringerLink	10.1007/1-84628-131-8	SN:10.1007/1-84628-131-8	978-1-84628-131-0	0178-5354			2005	Unique_Title_Requests	2	2	0
The Blue Economy	Springer International Publishing		SpringerLink	10.1007/978-3-030-96519-8	SN:10.1007/978-3-030-96519-8	978-3-030-96519-8				2022	Total_Item_Requests	1	1	0
The Blue Economy	Springer International Publishing		SpringerLink	10.1007/978-3-030-96519-8	SN:10.1007/978-3-030-96519-8	978-3-030-96519-8				2022	Unique_Title_Requests	1	1	0
The Collagen Superfamily and Collagenopathies	Springer International Publishing		SpringerLink	10.1007/978-3-030-67592-9	SN:10.1007/978-3-030-67592-9	978-3-030-67592-9	0887-3224	2191-1959		2021	Total_Item_Requests	2	2	0
The Collagen Superfamily and Collagenopathies	Springer International Publishing		SpringerLink	10.1007/978-3-030-67592-9	SN:10.1007/978-3-030-67592-9	978-3-030-67592-9	0887-3224	2191-1959		2021	Unique_Title_Requests	1	1	0
The Equids	Springer International Publishing		SpringerLink	10.1007/978-3-031-27144-1	SN:10.1007/978-3-031-27144-1	978-3-031-27144-1	2509-6745	2509-6753		2023	Total_Item_Requests	1	1	0
The Equids	Springer International Publishing		SpringerLink	10.1007/978-3-031-27144-1	SN:10.1007/978-3-031-27144-1	978-3-031-27144-1	2509-6745	2509-6753		2023	Unique_Title_Requests	1	1	0
The Evolution and Fossil Record of Parasitism	Springer International Publishing		SpringerLink	10.1007/978-3-030-42484-8	SN:10.1007/978-3-030-42484-8	978-3-030-42484-8	0275-0120			2021	Total_Item_Requests	1	1	0
The Evolution and Fossil Record of Parasitism	Springer International Publishing		SpringerLink	10.1007/978-3-030-42484-8	SN:10.1007/978-3-030-42484-8	978-3-030-42484-8	0275-0120			2021	Unique_Title_Requests	1	1	0
Theorizing Transboundary Waters in International Relations	Springer International Publishing		SpringerLink	10.1007/978-3-031-43376-4	SN:10.1007/978-3-031-43376-4	978-3-031-43376-4	2364-6934	2364-8198		2023	Total_Item_Requests	1	1	0
Theorizing Transboundary Waters in International Relations	Springer International Publishing		SpringerLink	10.1007/978-3-031-43376-4	SN:10.1007/978-3-031-43376-4	978-3-031-43376-4	2364-6934	2364-8198		2023	Unique_Title_Requests	1	1	0
Time-Varying Effect Modeling for the Behavioral, Social, and Health Sciences	Springer International Publishing		SpringerLink	10.1007/978-3-030-70944-0	SN:10.1007/978-3-030-70944-0	978-3-030-70944-0				2021	Total_Item_Requests	1	1	0
Time-Varying Effect Modeling for the Behavioral, Social, and Health Sciences	Springer International Publishing		SpringerLink	10.1007/978-3-030-70944-0	SN:10.1007/978-3-030-70944-0	978-3-030-70944-0				2021	Unique_Title_Requests	1	1	0
Towards an Integrative Psychological Science	Springer Singapore		SpringerLink	10.1007/978-981-16-9565-0	SN:10.1007/978-981-16-9565-0	978-981-16-9565-0				2022	Total_Item_Requests	2	2	0
Towards an Integrative Psychological Science	Springer Singapore		SpringerLink	10.1007/978-981-16-9565-0	SN:10.1007/978-981-16-9565-0	978-981-16-9565-0				2022	Unique_Title_Requests	1	1	0
Towards Intelligent Systems Modeling and Simulation	Springer International Publishing		SpringerLink	10.1007/978-3-030-79606-8	SN:10.1007/978-3-030-79606-8	978-3-030-79606-8	2198-4182	2198-4190		2022	Total_Item_Requests	1	1	0
Towards Intelligent Systems Modeling and Simulation	Springer International Publishing		SpringerLink	10.1007/978-3-030-79606-8	SN:10.1007/978-3-030-79606-8	978-3-030-79606-8	2198-4182	2198-4190		2022	Unique_Title_Requests	1	1	0
Traditional Ecological Knowledge of Resource Management in Asia	Springer International Publishing		SpringerLink	10.1007/978-3-031-16840-6	SN:10.1007/978-3-031-16840-6	978-3-031-16840-6				2022	Total_Item_Requests	2	2	0
Traditional Ecological Knowledge of Resource Management in Asia	Springer International Publishing		SpringerLink	10.1007/978-3-031-16840-6	SN:10.1007/978-3-031-16840-6	978-3-031-16840-6				2022	Unique_Title_Requests	1	1	0
Unlocking the Potential of Diversity in Organisations	Springer International Publishing		SpringerLink	10.1007/978-3-031-10402-2	SN:10.1007/978-3-031-10402-2	978-3-031-10402-2	2662-5997	2662-6004		2022	Total_Item_Requests	2	2	0
Unlocking the Potential of Diversity in Organisations	Springer International Publishing		SpringerLink	10.1007/978-3-031-10402-2	SN:10.1007/978-3-031-10402-2	978-3-031-10402-2	2662-5997	2662-6004		2022	Unique_Title_Requests	2	2	0
Urban Bats	Springer International Publishing		SpringerLink	10.1007/978-3-031-13173-8	SN:10.1007/978-3-031-13173-8	978-3-031-13173-8	2509-6745	2509-6753		2022	Total_Item_Requests	2	2	0
Urban Bats	Springer International Publishing		SpringerLink	10.1007/978-3-031-13173-8	SN:10.1007/978-3-031-13173-8	978-3-031-13173-8	2509-6745	2509-6753		2022	Unique_Title_Requests	1	1	0
Urban Soils	Springer International Publishing		SpringerLink	10.1007/978-3-030-87316-5	SN:10.1007/978-3-030-87316-5	978-3-030-87316-5	2352-4774	2352-4782		2022	Total_Item_Requests	2	2	0
Urban Soils	Springer International Publishing		SpringerLink	10.1007/978-3-030-87316-5	SN:10.1007/978-3-030-87316-5	978-3-030-87316-5	2352-4774	2352-4782		2022	Unique_Title_Requests	1	1	0
Vibrio spp. Infections	Springer International Publishing		SpringerLink	10.1007/978-3-031-22997-8	SN:10.1007/978-3-031-22997-8	978-3-031-22997-8	0065-2598	2214-8019		2023	Total_Item_Requests	5	5	0
Vibrio spp. Infections	Springer International Publishing		SpringerLink	10.1007/978-3-031-22997-8	SN:10.1007/978-3-031-22997-8	978-3-031-22997-8	0065-2598	2214-8019		2023	Unique_Title_Requests	2	2	0
Violence Against LGBTQ+ Persons	Springer International Publishing		SpringerLink	10.1007/978-3-030-52612-2	SN:10.1007/978-3-030-52612-2	978-3-030-52612-2				2021	Total_Item_Requests	3	3	0
Violence Against LGBTQ+ Persons	Springer International Publishing		SpringerLink	10.1007/978-3-030-52612-2	SN:10.1007/978-3-030-52612-2	978-3-030-52612-2				2021	Unique_Title_Requests	2	2	0
Viral Molecular Machines	Springer US		SpringerLink	10.1007/978-1-4614-0980-9	SN:10.1007/978-1-4614-0980-9	978-1-4614-0980-9	0065-2598			2012	Total_Item_Requests	6	6	0
Viral Molecular Machines	Springer US		SpringerLink	10.1007/978-1-4614-0980-9	SN:10.1007/978-1-4614-0980-9	978-1-4614-0980-9	0065-2598			2012	Unique_Title_Requests	5	5	0
Wild and Exotic Animal Ophthalmology	Springer International Publishing		SpringerLink	10.1007/978-3-030-71302-7	SN:10.1007/978-3-030-71302-7	978-3-030-71302-7				2022	Total_Item_Requests	2	2	0
Wild and Exotic Animal Ophthalmology	Springer International Publishing		SpringerLink	10.1007/978-3-030-71302-7	SN:10.1007/978-3-030-71302-7	978-3-030-71302-7				2022	Unique_Title_Requests	1	1	0
