Report_Name	Book Usage by Access Type
Report_ID	TR_B3
Release	5
Institution_Name	Robertson Library, UPEI
Institution_ID	SN:3000162182
Metric_Types	Total_Item_Investigations; Total_Item_Requests; Unique_Item_Investigations; Unique_Item_Requests; Unique_Title_Investigations; Unique_Title_Requests
Report_Filters	Data_Type=Book; Access_Method=Regular
Report_Attributes	
Exceptions	
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T14:02:13Z
Created_By	SpringerNature

Title	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	YOP	Access_Type	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Computer and Computing Technologies in Agriculture II, Volume 2	Springer US		SpringerLink	10.1007/978-1-4419-0211-5	SN:10.1007/978-1-4419-0211-5	978-1-4419-0211-5	1868-4238	1868-422X		2009	Controlled	Unique_Title_Investigations	1	1	0
Computer and Computing Technologies in Agriculture II, Volume 2	Springer US		SpringerLink	10.1007/978-1-4419-0211-5	SN:10.1007/978-1-4419-0211-5	978-1-4419-0211-5	1868-4238	1868-422X		2009	Controlled	Unique_Item_Requests	1	1	0
Computer and Computing Technologies in Agriculture II, Volume 2	Springer US		SpringerLink	10.1007/978-1-4419-0211-5	SN:10.1007/978-1-4419-0211-5	978-1-4419-0211-5	1868-4238	1868-422X		2009	Controlled	Total_Item_Requests	1	1	0
Computer and Computing Technologies in Agriculture II, Volume 2	Springer US		SpringerLink	10.1007/978-1-4419-0211-5	SN:10.1007/978-1-4419-0211-5	978-1-4419-0211-5	1868-4238	1868-422X		2009	Controlled	Total_Item_Investigations	1	1	0
Computer and Computing Technologies in Agriculture II, Volume 2	Springer US		SpringerLink	10.1007/978-1-4419-0211-5	SN:10.1007/978-1-4419-0211-5	978-1-4419-0211-5	1868-4238	1868-422X		2009	Controlled	Unique_Item_Investigations	1	1	0
Computer and Computing Technologies in Agriculture II, Volume 2	Springer US		SpringerLink	10.1007/978-1-4419-0211-5	SN:10.1007/978-1-4419-0211-5	978-1-4419-0211-5	1868-4238	1868-422X		2009	Controlled	Unique_Title_Requests	1	1	0
Computer and Computing Technologies in Agriculture IV	Springer Berlin Heidelberg		SpringerLink	10.1007/978-3-642-18333-1	SN:10.1007/978-3-642-18333-1	978-3-642-18333-1	1868-4238	1861-2288		2011	Controlled	Unique_Title_Investigations	1	1	0
Computer and Computing Technologies in Agriculture IV	Springer Berlin Heidelberg		SpringerLink	10.1007/978-3-642-18333-1	SN:10.1007/978-3-642-18333-1	978-3-642-18333-1	1868-4238	1861-2288		2011	Controlled	Unique_Item_Requests	1	1	0
Computer and Computing Technologies in Agriculture IV	Springer Berlin Heidelberg		SpringerLink	10.1007/978-3-642-18333-1	SN:10.1007/978-3-642-18333-1	978-3-642-18333-1	1868-4238	1861-2288		2011	Controlled	Total_Item_Requests	1	1	0
Computer and Computing Technologies in Agriculture IV	Springer Berlin Heidelberg		SpringerLink	10.1007/978-3-642-18333-1	SN:10.1007/978-3-642-18333-1	978-3-642-18333-1	1868-4238	1861-2288		2011	Controlled	Total_Item_Investigations	1	1	0
Computer and Computing Technologies in Agriculture IV	Springer Berlin Heidelberg		SpringerLink	10.1007/978-3-642-18333-1	SN:10.1007/978-3-642-18333-1	978-3-642-18333-1	1868-4238	1861-2288		2011	Controlled	Unique_Item_Investigations	1	1	0
Computer and Computing Technologies in Agriculture IV	Springer Berlin Heidelberg		SpringerLink	10.1007/978-3-642-18333-1	SN:10.1007/978-3-642-18333-1	978-3-642-18333-1	1868-4238	1861-2288		2011	Controlled	Unique_Title_Requests	1	1	0
Conservation Biology	Springer International Publishing		SpringerLink	10.1007/978-3-030-39534-6	SN:10.1007/978-3-030-39534-6	978-3-030-39534-6				2020	Controlled	Unique_Title_Investigations	1	1	0
Conservation Biology	Springer International Publishing		SpringerLink	10.1007/978-3-030-39534-6	SN:10.1007/978-3-030-39534-6	978-3-030-39534-6				2020	Controlled	Unique_Item_Requests	1	1	0
Conservation Biology	Springer International Publishing		SpringerLink	10.1007/978-3-030-39534-6	SN:10.1007/978-3-030-39534-6	978-3-030-39534-6				2020	Controlled	Total_Item_Requests	1	1	0
Conservation Biology	Springer International Publishing		SpringerLink	10.1007/978-3-030-39534-6	SN:10.1007/978-3-030-39534-6	978-3-030-39534-6				2020	Controlled	Total_Item_Investigations	1	1	0
Conservation Biology	Springer International Publishing		SpringerLink	10.1007/978-3-030-39534-6	SN:10.1007/978-3-030-39534-6	978-3-030-39534-6				2020	Controlled	Unique_Item_Investigations	1	1	0
Conservation Biology	Springer International Publishing		SpringerLink	10.1007/978-3-030-39534-6	SN:10.1007/978-3-030-39534-6	978-3-030-39534-6				2020	Controlled	Unique_Title_Requests	1	1	0
Conservation in Chilean Patagonia	Springer International Publishing		SpringerLink	10.1007/978-3-031-39408-9	SN:10.1007/978-3-031-39408-9	978-3-031-39408-9	2662-9461	2662-947X		2023	OA_Gold	Unique_Title_Investigations	2	2	0
Conservation in Chilean Patagonia	Springer International Publishing		SpringerLink	10.1007/978-3-031-39408-9	SN:10.1007/978-3-031-39408-9	978-3-031-39408-9	2662-9461	2662-947X		2023	OA_Gold	Unique_Item_Requests	2	2	0
Conservation in Chilean Patagonia	Springer International Publishing		SpringerLink	10.1007/978-3-031-39408-9	SN:10.1007/978-3-031-39408-9	978-3-031-39408-9	2662-9461	2662-947X		2023	OA_Gold	Total_Item_Requests	2	2	0
Conservation in Chilean Patagonia	Springer International Publishing		SpringerLink	10.1007/978-3-031-39408-9	SN:10.1007/978-3-031-39408-9	978-3-031-39408-9	2662-9461	2662-947X		2023	OA_Gold	Total_Item_Investigations	2	2	0
Conservation in Chilean Patagonia	Springer International Publishing		SpringerLink	10.1007/978-3-031-39408-9	SN:10.1007/978-3-031-39408-9	978-3-031-39408-9	2662-9461	2662-947X		2023	OA_Gold	Unique_Item_Investigations	2	2	0
Conservation in Chilean Patagonia	Springer International Publishing		SpringerLink	10.1007/978-3-031-39408-9	SN:10.1007/978-3-031-39408-9	978-3-031-39408-9	2662-9461	2662-947X		2023	OA_Gold	Unique_Title_Requests	2	2	0
Contemporary Environmental and Mathematics Education Modelling Using New Geometric Approaches	Springer International Publishing		SpringerLink	10.1007/978-3-319-72523-9	SN:10.1007/978-3-319-72523-9	978-3-319-72523-9				2018	Controlled	Unique_Title_Investigations	1	1	0
Contemporary Environmental and Mathematics Education Modelling Using New Geometric Approaches	Springer International Publishing		SpringerLink	10.1007/978-3-319-72523-9	SN:10.1007/978-3-319-72523-9	978-3-319-72523-9				2018	Controlled	Total_Item_Investigations	1	1	0
Contemporary Environmental and Mathematics Education Modelling Using New Geometric Approaches	Springer International Publishing		SpringerLink	10.1007/978-3-319-72523-9	SN:10.1007/978-3-319-72523-9	978-3-319-72523-9				2018	Controlled	Unique_Item_Investigations	1	1	0
Contemporary Women’s Post-Apocalyptic Fiction	Palgrave Macmillan UK		SpringerLink	10.1057/978-1-137-48650-9	SN:10.1057/978-1-137-48650-9	978-1-137-48650-9	2523-8140	2523-8159		2020	Controlled	Unique_Title_Investigations	2	2	0
Contemporary Women’s Post-Apocalyptic Fiction	Palgrave Macmillan UK		SpringerLink	10.1057/978-1-137-48650-9	SN:10.1057/978-1-137-48650-9	978-1-137-48650-9	2523-8140	2523-8159		2020	Controlled	Total_Item_Investigations	2	2	0
Contemporary Women’s Post-Apocalyptic Fiction	Palgrave Macmillan UK		SpringerLink	10.1057/978-1-137-48650-9	SN:10.1057/978-1-137-48650-9	978-1-137-48650-9	2523-8140	2523-8159		2020	Controlled	Unique_Item_Investigations	2	2	0
Continuous System Simulation	Springer US		SpringerLink	10.1007/0-387-30260-3	SN:10.1007/0-387-30260-3	978-0-387-30260-7				2006	Controlled	Unique_Title_Investigations	2	2	0
Continuous System Simulation	Springer US		SpringerLink	10.1007/0-387-30260-3	SN:10.1007/0-387-30260-3	978-0-387-30260-7				2006	Controlled	Unique_Item_Requests	2	2	0
Continuous System Simulation	Springer US		SpringerLink	10.1007/0-387-30260-3	SN:10.1007/0-387-30260-3	978-0-387-30260-7				2006	Controlled	Total_Item_Requests	2	2	0
Continuous System Simulation	Springer US		SpringerLink	10.1007/0-387-30260-3	SN:10.1007/0-387-30260-3	978-0-387-30260-7				2006	Controlled	Total_Item_Investigations	3	3	0
Continuous System Simulation	Springer US		SpringerLink	10.1007/0-387-30260-3	SN:10.1007/0-387-30260-3	978-0-387-30260-7				2006	Controlled	Unique_Item_Investigations	2	2	0
Continuous System Simulation	Springer US		SpringerLink	10.1007/0-387-30260-3	SN:10.1007/0-387-30260-3	978-0-387-30260-7				2006	Controlled	Unique_Title_Requests	2	2	0
Control of Breathing and Its Modeling Perspective	Springer US		SpringerLink	10.1007/978-1-4757-9847-0	SN:10.1007/978-1-4757-9847-0	978-1-4757-9847-0				1992	Controlled	Unique_Title_Investigations	1	1	0
Control of Breathing and Its Modeling Perspective	Springer US		SpringerLink	10.1007/978-1-4757-9847-0	SN:10.1007/978-1-4757-9847-0	978-1-4757-9847-0				1992	Controlled	Total_Item_Investigations	1	1	0
Control of Breathing and Its Modeling Perspective	Springer US		SpringerLink	10.1007/978-1-4757-9847-0	SN:10.1007/978-1-4757-9847-0	978-1-4757-9847-0				1992	Controlled	Unique_Item_Investigations	1	1	0
Creatine and Creatine Kinase in Health and Disease	Springer Netherlands		SpringerLink	10.1007/978-1-4020-6486-9	SN:10.1007/978-1-4020-6486-9	978-1-4020-6486-9	0306-0225			2007	Controlled	Unique_Title_Investigations	2	2	0
Creatine and Creatine Kinase in Health and Disease	Springer Netherlands		SpringerLink	10.1007/978-1-4020-6486-9	SN:10.1007/978-1-4020-6486-9	978-1-4020-6486-9	0306-0225			2007	Controlled	Unique_Item_Requests	2	2	0
Creatine and Creatine Kinase in Health and Disease	Springer Netherlands		SpringerLink	10.1007/978-1-4020-6486-9	SN:10.1007/978-1-4020-6486-9	978-1-4020-6486-9	0306-0225			2007	Controlled	Total_Item_Requests	3	3	0
Creatine and Creatine Kinase in Health and Disease	Springer Netherlands		SpringerLink	10.1007/978-1-4020-6486-9	SN:10.1007/978-1-4020-6486-9	978-1-4020-6486-9	0306-0225			2007	Controlled	Total_Item_Investigations	3	3	0
Creatine and Creatine Kinase in Health and Disease	Springer Netherlands		SpringerLink	10.1007/978-1-4020-6486-9	SN:10.1007/978-1-4020-6486-9	978-1-4020-6486-9	0306-0225			2007	Controlled	Unique_Item_Investigations	2	2	0
Creatine and Creatine Kinase in Health and Disease	Springer Netherlands		SpringerLink	10.1007/978-1-4020-6486-9	SN:10.1007/978-1-4020-6486-9	978-1-4020-6486-9	0306-0225			2007	Controlled	Unique_Title_Requests	2	2	0
Cross-Cultural Psychology	Springer Berlin Heidelberg		SpringerLink	10.1007/978-3-662-67558-8	SN:10.1007/978-3-662-67558-8	978-3-662-67558-8				2023	Controlled	Unique_Title_Investigations	1	1	0
Cross-Cultural Psychology	Springer Berlin Heidelberg		SpringerLink	10.1007/978-3-662-67558-8	SN:10.1007/978-3-662-67558-8	978-3-662-67558-8				2023	Controlled	Unique_Item_Requests	1	1	0
Cross-Cultural Psychology	Springer Berlin Heidelberg		SpringerLink	10.1007/978-3-662-67558-8	SN:10.1007/978-3-662-67558-8	978-3-662-67558-8				2023	Controlled	Total_Item_Requests	1	1	0
Cross-Cultural Psychology	Springer Berlin Heidelberg		SpringerLink	10.1007/978-3-662-67558-8	SN:10.1007/978-3-662-67558-8	978-3-662-67558-8				2023	Controlled	Total_Item_Investigations	1	1	0
Cross-Cultural Psychology	Springer Berlin Heidelberg		SpringerLink	10.1007/978-3-662-67558-8	SN:10.1007/978-3-662-67558-8	978-3-662-67558-8				2023	Controlled	Unique_Item_Investigations	1	1	0
Cross-Cultural Psychology	Springer Berlin Heidelberg		SpringerLink	10.1007/978-3-662-67558-8	SN:10.1007/978-3-662-67558-8	978-3-662-67558-8				2023	Controlled	Unique_Title_Requests	1	1	0
Crossroads in New Media, Identity and Law	Palgrave Macmillan UK		SpringerLink	10.1057/9781137491268	SN:10.1057/9781137491268	978-1-137-49126-8				2015	Controlled	Unique_Title_Investigations	1	1	0
Crossroads in New Media, Identity and Law	Palgrave Macmillan UK		SpringerLink	10.1057/9781137491268	SN:10.1057/9781137491268	978-1-137-49126-8				2015	Controlled	Total_Item_Investigations	1	1	0
Crossroads in New Media, Identity and Law	Palgrave Macmillan UK		SpringerLink	10.1057/9781137491268	SN:10.1057/9781137491268	978-1-137-49126-8				2015	Controlled	Unique_Item_Investigations	1	1	0
Cryopreservation and Freeze-Drying Protocols	Springer New York		SpringerLink	10.1007/978-1-4939-2193-5	SN:10.1007/978-1-4939-2193-5	978-1-4939-2193-5	1064-3745	1940-6029		2015	Controlled	Unique_Title_Investigations	2	2	0
Cryopreservation and Freeze-Drying Protocols	Springer New York		SpringerLink	10.1007/978-1-4939-2193-5	SN:10.1007/978-1-4939-2193-5	978-1-4939-2193-5	1064-3745	1940-6029		2015	Controlled	Total_Item_Investigations	4	4	0
Cryopreservation and Freeze-Drying Protocols	Springer New York		SpringerLink	10.1007/978-1-4939-2193-5	SN:10.1007/978-1-4939-2193-5	978-1-4939-2193-5	1064-3745	1940-6029		2015	Controlled	Unique_Item_Investigations	4	4	0
Cultural and Social Justice Counseling	Springer International Publishing		SpringerLink	10.1007/978-3-319-18057-1	SN:10.1007/978-3-319-18057-1	978-3-319-18057-1	1574-0455	2197-7984		2016	Controlled	Unique_Title_Investigations	1	1	0
Cultural and Social Justice Counseling	Springer International Publishing		SpringerLink	10.1007/978-3-319-18057-1	SN:10.1007/978-3-319-18057-1	978-3-319-18057-1	1574-0455	2197-7984		2016	Controlled	Total_Item_Investigations	1	1	0
Cultural and Social Justice Counseling	Springer International Publishing		SpringerLink	10.1007/978-3-319-18057-1	SN:10.1007/978-3-319-18057-1	978-3-319-18057-1	1574-0455	2197-7984		2016	Controlled	Unique_Item_Investigations	1	1	0
Current Trends in Wildlife Research	Springer International Publishing		SpringerLink	10.1007/978-3-319-27912-1	SN:10.1007/978-3-319-27912-1	978-3-319-27912-1	2366-8733	2366-8741		2016	Controlled	Unique_Title_Investigations	1	1	0
Current Trends in Wildlife Research	Springer International Publishing		SpringerLink	10.1007/978-3-319-27912-1	SN:10.1007/978-3-319-27912-1	978-3-319-27912-1	2366-8733	2366-8741		2016	Controlled	Total_Item_Investigations	2	2	0
Current Trends in Wildlife Research	Springer International Publishing		SpringerLink	10.1007/978-3-319-27912-1	SN:10.1007/978-3-319-27912-1	978-3-319-27912-1	2366-8733	2366-8741		2016	Controlled	Unique_Item_Investigations	2	2	0
Cytopathology	Springer International Publishing		SpringerLink	10.1007/978-3-319-33286-4	SN:10.1007/978-3-319-33286-4	978-3-319-33286-4	2366-6269	2366-6277		2017	Controlled	Unique_Title_Investigations	1	1	0
Cytopathology	Springer International Publishing		SpringerLink	10.1007/978-3-319-33286-4	SN:10.1007/978-3-319-33286-4	978-3-319-33286-4	2366-6269	2366-6277		2017	Controlled	Total_Item_Investigations	1	1	0
Cytopathology	Springer International Publishing		SpringerLink	10.1007/978-3-319-33286-4	SN:10.1007/978-3-319-33286-4	978-3-319-33286-4	2366-6269	2366-6277		2017	Controlled	Unique_Item_Investigations	1	1	0
Dail and Hammar’s Pulmonary Pathology	Springer New York		SpringerLink	10.1007/978-0-387-68792-6	SN:10.1007/978-0-387-68792-6	978-0-387-68792-6				2008	Controlled	Unique_Title_Investigations	1	1	0
Dail and Hammar’s Pulmonary Pathology	Springer New York		SpringerLink	10.1007/978-0-387-68792-6	SN:10.1007/978-0-387-68792-6	978-0-387-68792-6				2008	Controlled	Unique_Item_Requests	1	1	0
Dail and Hammar’s Pulmonary Pathology	Springer New York		SpringerLink	10.1007/978-0-387-68792-6	SN:10.1007/978-0-387-68792-6	978-0-387-68792-6				2008	Controlled	Total_Item_Requests	1	1	0
Dail and Hammar’s Pulmonary Pathology	Springer New York		SpringerLink	10.1007/978-0-387-68792-6	SN:10.1007/978-0-387-68792-6	978-0-387-68792-6				2008	Controlled	Total_Item_Investigations	1	1	0
Dail and Hammar’s Pulmonary Pathology	Springer New York		SpringerLink	10.1007/978-0-387-68792-6	SN:10.1007/978-0-387-68792-6	978-0-387-68792-6				2008	Controlled	Unique_Item_Investigations	1	1	0
Dail and Hammar’s Pulmonary Pathology	Springer New York		SpringerLink	10.1007/978-0-387-68792-6	SN:10.1007/978-0-387-68792-6	978-0-387-68792-6				2008	Controlled	Unique_Title_Requests	1	1	0
Data Intelligence and Cognitive Informatics	Springer Singapore		SpringerLink	10.1007/978-981-15-8530-2	SN:10.1007/978-981-15-8530-2	978-981-15-8530-2	2524-7565	2524-7573		2021	Controlled	Unique_Title_Investigations	2	2	0
Data Intelligence and Cognitive Informatics	Springer Singapore		SpringerLink	10.1007/978-981-15-8530-2	SN:10.1007/978-981-15-8530-2	978-981-15-8530-2	2524-7565	2524-7573		2021	Controlled	Total_Item_Investigations	4	4	0
Data Intelligence and Cognitive Informatics	Springer Singapore		SpringerLink	10.1007/978-981-15-8530-2	SN:10.1007/978-981-15-8530-2	978-981-15-8530-2	2524-7565	2524-7573		2021	Controlled	Unique_Item_Investigations	2	2	0
Data Science in Agriculture and Natural Resource Management	Springer Singapore		SpringerLink	10.1007/978-981-16-5847-1	SN:10.1007/978-981-16-5847-1	978-981-16-5847-1	2197-6503	2197-6511		2022	Controlled	Unique_Title_Investigations	1	1	0
Data Science in Agriculture and Natural Resource Management	Springer Singapore		SpringerLink	10.1007/978-981-16-5847-1	SN:10.1007/978-981-16-5847-1	978-981-16-5847-1	2197-6503	2197-6511		2022	Controlled	Total_Item_Investigations	2	2	0
Data Science in Agriculture and Natural Resource Management	Springer Singapore		SpringerLink	10.1007/978-981-16-5847-1	SN:10.1007/978-981-16-5847-1	978-981-16-5847-1	2197-6503	2197-6511		2022	Controlled	Unique_Item_Investigations	2	2	0
Design and Electromagnetic Feature Analysis of AC Rotating Machines	Springer Singapore		SpringerLink	10.1007/978-981-13-0920-5	SN:10.1007/978-981-13-0920-5	978-981-13-0920-5	2191-8112	2191-8120		2019	Controlled	Unique_Title_Investigations	1	1	0
Design and Electromagnetic Feature Analysis of AC Rotating Machines	Springer Singapore		SpringerLink	10.1007/978-981-13-0920-5	SN:10.1007/978-981-13-0920-5	978-981-13-0920-5	2191-8112	2191-8120		2019	Controlled	Total_Item_Investigations	2	2	0
Design and Electromagnetic Feature Analysis of AC Rotating Machines	Springer Singapore		SpringerLink	10.1007/978-981-13-0920-5	SN:10.1007/978-981-13-0920-5	978-981-13-0920-5	2191-8112	2191-8120		2019	Controlled	Unique_Item_Investigations	1	1	0
Design Methodology and Relationships with Science	Springer Netherlands		SpringerLink	10.1007/978-94-015-8220-9	SN:10.1007/978-94-015-8220-9	978-94-015-8220-9	0258-123X			1993	Controlled	Unique_Title_Investigations	1	1	0
Design Methodology and Relationships with Science	Springer Netherlands		SpringerLink	10.1007/978-94-015-8220-9	SN:10.1007/978-94-015-8220-9	978-94-015-8220-9	0258-123X			1993	Controlled	Total_Item_Investigations	1	1	0
Design Methodology and Relationships with Science	Springer Netherlands		SpringerLink	10.1007/978-94-015-8220-9	SN:10.1007/978-94-015-8220-9	978-94-015-8220-9	0258-123X			1993	Controlled	Unique_Item_Investigations	1	1	0
Designing Sustainable Technologies, Products and Policies	Springer International Publishing		SpringerLink	10.1007/978-3-319-66981-6	SN:10.1007/978-3-319-66981-6	978-3-319-66981-6				2018	OA_Gold	Unique_Title_Investigations	2	2	0
Designing Sustainable Technologies, Products and Policies	Springer International Publishing		SpringerLink	10.1007/978-3-319-66981-6	SN:10.1007/978-3-319-66981-6	978-3-319-66981-6				2018	OA_Gold	Unique_Item_Requests	2	2	0
Designing Sustainable Technologies, Products and Policies	Springer International Publishing		SpringerLink	10.1007/978-3-319-66981-6	SN:10.1007/978-3-319-66981-6	978-3-319-66981-6				2018	OA_Gold	Total_Item_Requests	2	2	0
Designing Sustainable Technologies, Products and Policies	Springer International Publishing		SpringerLink	10.1007/978-3-319-66981-6	SN:10.1007/978-3-319-66981-6	978-3-319-66981-6				2018	OA_Gold	Total_Item_Investigations	2	2	0
Designing Sustainable Technologies, Products and Policies	Springer International Publishing		SpringerLink	10.1007/978-3-319-66981-6	SN:10.1007/978-3-319-66981-6	978-3-319-66981-6				2018	OA_Gold	Unique_Item_Investigations	2	2	0
Designing Sustainable Technologies, Products and Policies	Springer International Publishing		SpringerLink	10.1007/978-3-319-66981-6	SN:10.1007/978-3-319-66981-6	978-3-319-66981-6				2018	OA_Gold	Unique_Title_Requests	2	2	0
Developing Global Leaders	Palgrave Macmillan US		SpringerLink	10.1007/978-1-137-51213-0	SN:10.1007/978-1-137-51213-0	978-1-137-51213-0				2012	Controlled	Unique_Title_Investigations	1	1	0
Developing Global Leaders	Palgrave Macmillan US		SpringerLink	10.1007/978-1-137-51213-0	SN:10.1007/978-1-137-51213-0	978-1-137-51213-0				2012	Controlled	Total_Item_Investigations	1	1	0
Developing Global Leaders	Palgrave Macmillan US		SpringerLink	10.1007/978-1-137-51213-0	SN:10.1007/978-1-137-51213-0	978-1-137-51213-0				2012	Controlled	Unique_Item_Investigations	1	1	0
Dictionary of Geotourism	Springer Singapore		SpringerLink	10.1007/978-981-13-2538-0	SN:10.1007/978-981-13-2538-0	978-981-13-2538-0				2020	Controlled	Unique_Title_Investigations	1	1	0
Dictionary of Geotourism	Springer Singapore		SpringerLink	10.1007/978-981-13-2538-0	SN:10.1007/978-981-13-2538-0	978-981-13-2538-0				2020	Controlled	Total_Item_Investigations	2	2	0
Dictionary of Geotourism	Springer Singapore		SpringerLink	10.1007/978-981-13-2538-0	SN:10.1007/978-981-13-2538-0	978-981-13-2538-0				2020	Controlled	Unique_Item_Investigations	1	1	0
Digital and Social Media Marketing	Springer International Publishing		SpringerLink	10.1007/978-3-030-24374-6	SN:10.1007/978-3-030-24374-6	978-3-030-24374-6	2522-5006	2522-5014		2020	Controlled	Unique_Title_Investigations	1	1	0
Digital and Social Media Marketing	Springer International Publishing		SpringerLink	10.1007/978-3-030-24374-6	SN:10.1007/978-3-030-24374-6	978-3-030-24374-6	2522-5006	2522-5014		2020	Controlled	Total_Item_Investigations	1	1	0
Digital and Social Media Marketing	Springer International Publishing		SpringerLink	10.1007/978-3-030-24374-6	SN:10.1007/978-3-030-24374-6	978-3-030-24374-6	2522-5006	2522-5014		2020	Controlled	Unique_Item_Investigations	1	1	0
Digital Phenotyping and Mobile Sensing	Springer International Publishing		SpringerLink	10.1007/978-3-030-31620-4	SN:10.1007/978-3-030-31620-4	978-3-030-31620-4	2196-6605	2196-6613		2019	Controlled	Unique_Title_Investigations	1	1	0
Digital Phenotyping and Mobile Sensing	Springer International Publishing		SpringerLink	10.1007/978-3-030-31620-4	SN:10.1007/978-3-030-31620-4	978-3-030-31620-4	2196-6605	2196-6613		2019	Controlled	Total_Item_Investigations	1	1	0
Digital Phenotyping and Mobile Sensing	Springer International Publishing		SpringerLink	10.1007/978-3-030-31620-4	SN:10.1007/978-3-030-31620-4	978-3-030-31620-4	2196-6605	2196-6613		2019	Controlled	Unique_Item_Investigations	1	1	0
Discursive Psychology and Embodiment	Springer International Publishing		SpringerLink	10.1007/978-3-030-53709-8	SN:10.1007/978-3-030-53709-8	978-3-030-53709-8				2020	Controlled	Unique_Title_Investigations	1	1	0
Discursive Psychology and Embodiment	Springer International Publishing		SpringerLink	10.1007/978-3-030-53709-8	SN:10.1007/978-3-030-53709-8	978-3-030-53709-8				2020	Controlled	Unique_Item_Requests	2	2	0
Discursive Psychology and Embodiment	Springer International Publishing		SpringerLink	10.1007/978-3-030-53709-8	SN:10.1007/978-3-030-53709-8	978-3-030-53709-8				2020	Controlled	Total_Item_Requests	2	2	0
Discursive Psychology and Embodiment	Springer International Publishing		SpringerLink	10.1007/978-3-030-53709-8	SN:10.1007/978-3-030-53709-8	978-3-030-53709-8				2020	Controlled	Total_Item_Investigations	2	2	0
Discursive Psychology and Embodiment	Springer International Publishing		SpringerLink	10.1007/978-3-030-53709-8	SN:10.1007/978-3-030-53709-8	978-3-030-53709-8				2020	Controlled	Unique_Item_Investigations	2	2	0
Discursive Psychology and Embodiment	Springer International Publishing		SpringerLink	10.1007/978-3-030-53709-8	SN:10.1007/978-3-030-53709-8	978-3-030-53709-8				2020	Controlled	Unique_Title_Requests	1	1	0
Disruptive Technology in Banking and Finance	Springer International Publishing		SpringerLink	10.1007/978-3-030-81835-7	SN:10.1007/978-3-030-81835-7	978-3-030-81835-7	2662-5083	2662-5091		2021	Controlled	Unique_Title_Investigations	1	1	0
Disruptive Technology in Banking and Finance	Springer International Publishing		SpringerLink	10.1007/978-3-030-81835-7	SN:10.1007/978-3-030-81835-7	978-3-030-81835-7	2662-5083	2662-5091		2021	Controlled	Total_Item_Investigations	1	1	0
Disruptive Technology in Banking and Finance	Springer International Publishing		SpringerLink	10.1007/978-3-030-81835-7	SN:10.1007/978-3-030-81835-7	978-3-030-81835-7	2662-5083	2662-5091		2021	Controlled	Unique_Item_Investigations	1	1	0
Don’t Be Such a Scientist	Island Press/Center for Resource Economics		SpringerLink	10.5822/978-1-61091-918-0	SN:10.5822/978-1-61091-918-0	978-1-61091-918-0				2018	Controlled	Unique_Title_Investigations	1	1	0
Don’t Be Such a Scientist	Island Press/Center for Resource Economics		SpringerLink	10.5822/978-1-61091-918-0	SN:10.5822/978-1-61091-918-0	978-1-61091-918-0				2018	Controlled	Total_Item_Investigations	1	1	0
Don’t Be Such a Scientist	Island Press/Center for Resource Economics		SpringerLink	10.5822/978-1-61091-918-0	SN:10.5822/978-1-61091-918-0	978-1-61091-918-0				2018	Controlled	Unique_Item_Investigations	1	1	0
Eco-Phenomenology: Life, Human Life, Post-Human Life in the Harmony of the Cosmos	Springer International Publishing		SpringerLink	10.1007/978-3-319-77516-6	SN:10.1007/978-3-319-77516-6	978-3-319-77516-6				2018	Controlled	Unique_Title_Investigations	1	1	0
Eco-Phenomenology: Life, Human Life, Post-Human Life in the Harmony of the Cosmos	Springer International Publishing		SpringerLink	10.1007/978-3-319-77516-6	SN:10.1007/978-3-319-77516-6	978-3-319-77516-6				2018	Controlled	Total_Item_Investigations	3	3	0
Eco-Phenomenology: Life, Human Life, Post-Human Life in the Harmony of the Cosmos	Springer International Publishing		SpringerLink	10.1007/978-3-319-77516-6	SN:10.1007/978-3-319-77516-6	978-3-319-77516-6				2018	Controlled	Unique_Item_Investigations	1	1	0
Ecological Risk Management	Springer Singapore		SpringerLink	10.1007/978-981-33-6934-4	SN:10.1007/978-981-33-6934-4	978-981-33-6934-4	2191-0707	2191-0715		2021	Controlled	Unique_Title_Investigations	1	1	0
Ecological Risk Management	Springer Singapore		SpringerLink	10.1007/978-981-33-6934-4	SN:10.1007/978-981-33-6934-4	978-981-33-6934-4	2191-0707	2191-0715		2021	Controlled	Total_Item_Investigations	1	1	0
Ecological Risk Management	Springer Singapore		SpringerLink	10.1007/978-981-33-6934-4	SN:10.1007/978-981-33-6934-4	978-981-33-6934-4	2191-0707	2191-0715		2021	Controlled	Unique_Item_Investigations	1	1	0
Ecological Sustainability of Fish Resources of Inland Waters of the Western Balkans	Springer International Publishing		SpringerLink	10.1007/978-3-031-36926-1	SN:10.1007/978-3-031-36926-1	978-3-031-36926-1	2542-890X	2542-8926		2023	Controlled	Unique_Title_Investigations	2	2	0
Ecological Sustainability of Fish Resources of Inland Waters of the Western Balkans	Springer International Publishing		SpringerLink	10.1007/978-3-031-36926-1	SN:10.1007/978-3-031-36926-1	978-3-031-36926-1	2542-890X	2542-8926		2023	Controlled	Unique_Item_Requests	2	2	0
