Report_Name	Item Master Report
Report_ID	IR
Release	5
Institution_Name	Univ of Prince Edward Island
Institution_ID	sage:1000451523
Metric_Types	
Report_Filters	
Report_Attributes	
Exceptions	3031: Usage Not Ready for Requested Dates (Requested data between 2024-02-01 and 2024-02-29. However only data between 2018-11-01 and 2024-01-31 exists.); 3050: Parameter Not Recognized in this Context (Unsupported parameters in request: [include_component_details] unsupported parameters will be ignored.)
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T06:02:12Z
Created_By	Atypon Systems LLC.

Item	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Migration of Health Workers in the Pacific Islands A Bottleneck to Health Development	SAGE Publications		SAGE Journals	10.1177/1010539512453259						Unique_Item_Investigations	2	2	0
Migration of Health Workers in the Pacific Islands A Bottleneck to Health Development	SAGE Publications		SAGE Journals	10.1177/1010539512453259						Unique_Item_Requests	2	2	0
Migration of Health Workers in the Pacific Islands A Bottleneck to Health Development	SAGE Publications		SAGE Journals	10.1177/1010539512453259						Total_Item_Requests	2	2	0
Migration of Health Workers in the Pacific Islands A Bottleneck to Health Development	SAGE Publications		SAGE Journals	10.1177/1010539512453259						Total_Item_Investigations	2	2	0
Model Testing of Francis-Type Hydraulic Turbines	SAGE Publications		SAGE Journals	10.1177/0020294017702284						Unique_Item_Investigations	1	1	0
Model Testing of Francis-Type Hydraulic Turbines	SAGE Publications		SAGE Journals	10.1177/0020294017702284						Unique_Item_Requests	1	1	0
Model Testing of Francis-Type Hydraulic Turbines	SAGE Publications		SAGE Journals	10.1177/0020294017702284						Total_Item_Requests	1	1	0
Model Testing of Francis-Type Hydraulic Turbines	SAGE Publications		SAGE Journals	10.1177/0020294017702284						Total_Item_Investigations	1	1	0
Modelling experts’ notions of melodic similarity	SAGE Publications		SAGE Journals	10.1177/102986490701100108						Unique_Item_Investigations	1	1	0
Modelling experts’ notions of melodic similarity	SAGE Publications		SAGE Journals	10.1177/102986490701100108						Unique_Item_Requests	1	1	0
Modelling experts’ notions of melodic similarity	SAGE Publications		SAGE Journals	10.1177/102986490701100108						Total_Item_Requests	2	2	0
Modelling experts’ notions of melodic similarity	SAGE Publications		SAGE Journals	10.1177/102986490701100108						Total_Item_Investigations	3	3	0
Moderator engagement and community development in the age of algorithms	SAGE Publications		SAGE Journals	10.1177/1461444818821316						Unique_Item_Investigations	1	1	0
Moderator engagement and community development in the age of algorithms	SAGE Publications		SAGE Journals	10.1177/1461444818821316						Unique_Item_Requests	1	1	0
Moderator engagement and community development in the age of algorithms	SAGE Publications		SAGE Journals	10.1177/1461444818821316						Total_Item_Requests	1	1	0
Moderator engagement and community development in the age of algorithms	SAGE Publications		SAGE Journals	10.1177/1461444818821316						Total_Item_Investigations	1	1	0
Montmorency tart cherry supplementation does not impact sleep, body composition, cellular health, or blood pressure in healthy adults	SAGE Publications		SAGE Journals	10.1177/02601060221111230						Unique_Item_Investigations	1	1	0
Montmorency tart cherry supplementation does not impact sleep, body composition, cellular health, or blood pressure in healthy adults	SAGE Publications		SAGE Journals	10.1177/02601060221111230						Unique_Item_Requests	1	1	0
Montmorency tart cherry supplementation does not impact sleep, body composition, cellular health, or blood pressure in healthy adults	SAGE Publications		SAGE Journals	10.1177/02601060221111230						Total_Item_Requests	1	1	0
Montmorency tart cherry supplementation does not impact sleep, body composition, cellular health, or blood pressure in healthy adults	SAGE Publications		SAGE Journals	10.1177/02601060221111230						Total_Item_Investigations	1	1	0
Moral distress in nurses caring for patients with Covid-19	SAGE Publications		SAGE Journals	10.1177/09697330211003217						Unique_Item_Investigations	1	1	0
Moral distress in nurses caring for patients with Covid-19	SAGE Publications		SAGE Journals	10.1177/09697330211003217						Unique_Item_Requests	1	1	0
Moral distress in nurses caring for patients with Covid-19	SAGE Publications		SAGE Journals	10.1177/09697330211003217						Total_Item_Requests	2	2	0
Moral distress in nurses caring for patients with Covid-19	SAGE Publications		SAGE Journals	10.1177/09697330211003217						Total_Item_Investigations	2	2	0
Moral Injury during the COVID-19 pandemic: A delphi model survey of family medicine residents	SAGE Publications		SAGE Journals	10.1177/00912174211054385						Unique_Item_Investigations	2	2	0
Moral Injury during the COVID-19 pandemic: A delphi model survey of family medicine residents	SAGE Publications		SAGE Journals	10.1177/00912174211054385						Unique_Item_Requests	2	2	0
Moral Injury during the COVID-19 pandemic: A delphi model survey of family medicine residents	SAGE Publications		SAGE Journals	10.1177/00912174211054385						Total_Item_Requests	2	2	0
Moral Injury during the COVID-19 pandemic: A delphi model survey of family medicine residents	SAGE Publications		SAGE Journals	10.1177/00912174211054385						Total_Item_Investigations	2	2	0
More Than Just T4 Diagnostic testing for hyperthyroidism in cats	SAGE Publications		SAGE Journals	10.1177/1098612X13500426						Unique_Item_Investigations	1	1	0
More Than Just T4 Diagnostic testing for hyperthyroidism in cats	SAGE Publications		SAGE Journals	10.1177/1098612X13500426						Unique_Item_Requests	1	1	0
More Than Just T4 Diagnostic testing for hyperthyroidism in cats	SAGE Publications		SAGE Journals	10.1177/1098612X13500426						Total_Item_Requests	1	1	0
More Than Just T4 Diagnostic testing for hyperthyroidism in cats	SAGE Publications		SAGE Journals	10.1177/1098612X13500426						Total_Item_Investigations	1	1	0
Morphological and Mechanistic Aspects of Thiourea-Induced Acute Lung Injury and Tolerance in the Rat	SAGE Publications		SAGE Journals	10.1177/0192623320941465						Unique_Item_Investigations	1	1	0
Morphological and Mechanistic Aspects of Thiourea-Induced Acute Lung Injury and Tolerance in the Rat	SAGE Publications		SAGE Journals	10.1177/0192623320941465						Unique_Item_Requests	1	1	0
Morphological and Mechanistic Aspects of Thiourea-Induced Acute Lung Injury and Tolerance in the Rat	SAGE Publications		SAGE Journals	10.1177/0192623320941465						Total_Item_Requests	1	1	0
Morphological and Mechanistic Aspects of Thiourea-Induced Acute Lung Injury and Tolerance in the Rat	SAGE Publications		SAGE Journals	10.1177/0192623320941465						Total_Item_Investigations	1	1	0
Mothers’ Perceived Barriers to and Recommendations for Health Care Appointment Keeping for Children Who Have Cerebral Palsy	SAGE Publications		SAGE Journals	10.1177/2333393619868979						Unique_Item_Investigations	1	1	0
Mothers’ Perceived Barriers to and Recommendations for Health Care Appointment Keeping for Children Who Have Cerebral Palsy	SAGE Publications		SAGE Journals	10.1177/2333393619868979						Unique_Item_Requests	1	1	0
Mothers’ Perceived Barriers to and Recommendations for Health Care Appointment Keeping for Children Who Have Cerebral Palsy	SAGE Publications		SAGE Journals	10.1177/2333393619868979						Total_Item_Requests	1	1	0
Mothers’ Perceived Barriers to and Recommendations for Health Care Appointment Keeping for Children Who Have Cerebral Palsy	SAGE Publications		SAGE Journals	10.1177/2333393619868979						Total_Item_Investigations	1	1	0
Moving Upstream From the Individual to the Community: Addressing Social Determinants of Health	SAGE Publications		SAGE Journals	10.1177/1942602X20902462						Unique_Item_Investigations	1	1	0
Moving Upstream From the Individual to the Community: Addressing Social Determinants of Health	SAGE Publications		SAGE Journals	10.1177/1942602X20902462						Unique_Item_Requests	1	1	0
Moving Upstream From the Individual to the Community: Addressing Social Determinants of Health	SAGE Publications		SAGE Journals	10.1177/1942602X20902462						Total_Item_Requests	1	1	0
Moving Upstream From the Individual to the Community: Addressing Social Determinants of Health	SAGE Publications		SAGE Journals	10.1177/1942602X20902462						Total_Item_Investigations	1	1	0
Multicenter evaluation of the Vetscan Imagyst system using Ocus 40 and EasyScan One scanners to detect gastrointestinal parasites in feces of dogs and cats	SAGE Publications		SAGE Journals	10.1177/10406387231216185						Unique_Item_Investigations	1	1	0
Multicenter evaluation of the Vetscan Imagyst system using Ocus 40 and EasyScan One scanners to detect gastrointestinal parasites in feces of dogs and cats	SAGE Publications		SAGE Journals	10.1177/10406387231216185						Unique_Item_Requests	1	1	0
Multicenter evaluation of the Vetscan Imagyst system using Ocus 40 and EasyScan One scanners to detect gastrointestinal parasites in feces of dogs and cats	SAGE Publications		SAGE Journals	10.1177/10406387231216185						Total_Item_Requests	3	3	0
Multicenter evaluation of the Vetscan Imagyst system using Ocus 40 and EasyScan One scanners to detect gastrointestinal parasites in feces of dogs and cats	SAGE Publications		SAGE Journals	10.1177/10406387231216185						Total_Item_Investigations	3	3	0
Multiliteracies Theory and Gifted Education Creating “Smart Spaces” in the Language Arts Classroom	SAGE Publications		SAGE Journals	10.1177/1076217513497575						Unique_Item_Investigations	1	1	0
Multiliteracies Theory and Gifted Education Creating “Smart Spaces” in the Language Arts Classroom	SAGE Publications		SAGE Journals	10.1177/1076217513497575						Unique_Item_Requests	1	1	0
Multiliteracies Theory and Gifted Education Creating “Smart Spaces” in the Language Arts Classroom	SAGE Publications		SAGE Journals	10.1177/1076217513497575						Total_Item_Requests	3	3	0
Multiliteracies Theory and Gifted Education Creating “Smart Spaces” in the Language Arts Classroom	SAGE Publications		SAGE Journals	10.1177/1076217513497575						Total_Item_Investigations	3	3	0
Music at the Illinois Asylum for Feeble-Minded Children: 1865–1920	SAGE Publications Inc		SAGE Journals	10.1177/153660061003200104						Unique_Item_Investigations	2	2	0
Music at the Illinois Asylum for Feeble-Minded Children: 1865–1920	SAGE Publications Inc		SAGE Journals	10.1177/153660061003200104						Unique_Item_Requests	2	2	0
Music at the Illinois Asylum for Feeble-Minded Children: 1865–1920	SAGE Publications Inc		SAGE Journals	10.1177/153660061003200104						Total_Item_Requests	2	2	0
Music at the Illinois Asylum for Feeble-Minded Children: 1865–1920	SAGE Publications Inc		SAGE Journals	10.1177/153660061003200104						Total_Item_Investigations	2	2	0
Métis women gathering: visiting together and voicing wellness for ourselves	SAGE Publications		SAGE Journals	10.1177/1177180120903499						Unique_Item_Investigations	1	1	0
Métis women gathering: visiting together and voicing wellness for ourselves	SAGE Publications		SAGE Journals	10.1177/1177180120903499						Unique_Item_Requests	1	1	0
Métis women gathering: visiting together and voicing wellness for ourselves	SAGE Publications		SAGE Journals	10.1177/1177180120903499						Total_Item_Requests	2	2	0
Métis women gathering: visiting together and voicing wellness for ourselves	SAGE Publications		SAGE Journals	10.1177/1177180120903499						Total_Item_Investigations	2	2	0
Name Norms: A Guide to Casting Your Next Experiment	SAGE Publications		SAGE Journals	10.1177/0146167218769858						Unique_Item_Investigations	1	1	0
Name Norms: A Guide to Casting Your Next Experiment	SAGE Publications		SAGE Journals	10.1177/0146167218769858						Unique_Item_Requests	1	1	0
Name Norms: A Guide to Casting Your Next Experiment	SAGE Publications		SAGE Journals	10.1177/0146167218769858						Total_Item_Requests	1	1	0
Name Norms: A Guide to Casting Your Next Experiment	SAGE Publications		SAGE Journals	10.1177/0146167218769858						Total_Item_Investigations	1	1	0
Narrative, Poststructuralism, and Social Justice Current Practices in Narrative Therapy	SAGE Publications		SAGE Journals	10.1177/0011000012460662						Unique_Item_Investigations	1	1	0
Narrative, Poststructuralism, and Social Justice Current Practices in Narrative Therapy	SAGE Publications		SAGE Journals	10.1177/0011000012460662						Unique_Item_Requests	1	1	0
Narrative, Poststructuralism, and Social Justice Current Practices in Narrative Therapy	SAGE Publications		SAGE Journals	10.1177/0011000012460662						Total_Item_Requests	1	1	0
Narrative, Poststructuralism, and Social Justice Current Practices in Narrative Therapy	SAGE Publications		SAGE Journals	10.1177/0011000012460662						Total_Item_Investigations	1	1	0
Nasal Obstruction and Unilateral Chronic Otitis Media: Evaluation by Acoustic Rhinometry	SAGE Publications		SAGE Journals	10.1177/000348941312201202						Unique_Item_Investigations	2	2	0
Nasal Obstruction and Unilateral Chronic Otitis Media: Evaluation by Acoustic Rhinometry	SAGE Publications		SAGE Journals	10.1177/000348941312201202						Total_Item_Investigations	2	2	0
Nation and decolonization Toward a new anthropology of nationalism	SAGE Publications		SAGE Journals	10.1177/14634990122228818						Unique_Item_Investigations	5	5	0
Nation and decolonization Toward a new anthropology of nationalism	SAGE Publications		SAGE Journals	10.1177/14634990122228818						Unique_Item_Requests	3	3	0
Nation and decolonization Toward a new anthropology of nationalism	SAGE Publications		SAGE Journals	10.1177/14634990122228818						Total_Item_Requests	4	4	0
Nation and decolonization Toward a new anthropology of nationalism	SAGE Publications		SAGE Journals	10.1177/14634990122228818						Total_Item_Investigations	9	9	0
Negative Reflections About Positive Psychology: On Constraining the Field to a Focus on Happiness and Personal Achievement	SAGE Publications		SAGE Journals	10.1177/0022167818794551						Unique_Item_Investigations	2	2	0
Negative Reflections About Positive Psychology: On Constraining the Field to a Focus on Happiness and Personal Achievement	SAGE Publications		SAGE Journals	10.1177/0022167818794551						Unique_Item_Requests	2	2	0
Negative Reflections About Positive Psychology: On Constraining the Field to a Focus on Happiness and Personal Achievement	SAGE Publications		SAGE Journals	10.1177/0022167818794551						Total_Item_Requests	2	2	0
Negative Reflections About Positive Psychology: On Constraining the Field to a Focus on Happiness and Personal Achievement	SAGE Publications		SAGE Journals	10.1177/0022167818794551						Total_Item_Investigations	2	2	0
Nervous System Sampling for General Toxicity and Neurotoxicity Studies in Rabbits	SAGE Publications		SAGE Journals	10.1177/0192623320957637						Unique_Item_Investigations	1	1	0
Nervous System Sampling for General Toxicity and Neurotoxicity Studies in Rabbits	SAGE Publications		SAGE Journals	10.1177/0192623320957637						Unique_Item_Requests	1	1	0
Nervous System Sampling for General Toxicity and Neurotoxicity Studies in Rabbits	SAGE Publications		SAGE Journals	10.1177/0192623320957637						Total_Item_Requests	1	1	0
Nervous System Sampling for General Toxicity and Neurotoxicity Studies in Rabbits	SAGE Publications		SAGE Journals	10.1177/0192623320957637						Total_Item_Investigations	1	1	0
Network Meta-analysis	SAGE Publications		SAGE Journals	10.1177/1536867X1501500403						Unique_Item_Investigations	1	1	0
Network Meta-analysis	SAGE Publications		SAGE Journals	10.1177/1536867X1501500403						Unique_Item_Requests	1	1	0
Network Meta-analysis	SAGE Publications		SAGE Journals	10.1177/1536867X1501500403						Total_Item_Requests	1	1	0
Network Meta-analysis	SAGE Publications		SAGE Journals	10.1177/1536867X1501500403						Total_Item_Investigations	1	1	0
New Immigrant Destinations in Global Context1	SAGE Publications		SAGE Journals	10.1111/imre.12140						Unique_Item_Investigations	1	1	0
New Immigrant Destinations in Global Context1	SAGE Publications		SAGE Journals	10.1111/imre.12140						Unique_Item_Requests	1	1	0
New Immigrant Destinations in Global Context1	SAGE Publications		SAGE Journals	10.1111/imre.12140						Total_Item_Requests	1	1	0
New Immigrant Destinations in Global Context1	SAGE Publications		SAGE Journals	10.1111/imre.12140						Total_Item_Investigations	2	2	0
Nightmares in the Context of PTSD Treated with Psychoeducation Regarding Lucid Dreaming	SAGE Publications		SAGE Journals	10.1080/00048671003614213						Unique_Item_Investigations	1	1	0
Nightmares in the Context of PTSD Treated with Psychoeducation Regarding Lucid Dreaming	SAGE Publications		SAGE Journals	10.1080/00048671003614213						Unique_Item_Requests	1	1	0
Nightmares in the Context of PTSD Treated with Psychoeducation Regarding Lucid Dreaming	SAGE Publications		SAGE Journals	10.1080/00048671003614213						Total_Item_Requests	1	1	0
Nightmares in the Context of PTSD Treated with Psychoeducation Regarding Lucid Dreaming	SAGE Publications		SAGE Journals	10.1080/00048671003614213						Total_Item_Investigations	1	1	0
No Home and No Acceptance: Exploring the Intersectionality of Sexual/Gender Identities (LGBTQ) and Race in the Foster Care System	SAGE Publications Inc		SAGE Journals	10.1177/0034644620911381						Unique_Item_Investigations	1	1	0
No Home and No Acceptance: Exploring the Intersectionality of Sexual/Gender Identities (LGBTQ) and Race in the Foster Care System	SAGE Publications Inc		SAGE Journals	10.1177/0034644620911381						Unique_Item_Requests	1	1	0
No Home and No Acceptance: Exploring the Intersectionality of Sexual/Gender Identities (LGBTQ) and Race in the Foster Care System	SAGE Publications Inc		SAGE Journals	10.1177/0034644620911381						Total_Item_Requests	1	1	0
No Home and No Acceptance: Exploring the Intersectionality of Sexual/Gender Identities (LGBTQ) and Race in the Foster Care System	SAGE Publications Inc		SAGE Journals	10.1177/0034644620911381						Total_Item_Investigations	1	1	0
No longer culture-bound: Hikikomori outside of Japan	SAGE Publications		SAGE Journals	10.1177/0020764019859379						Unique_Item_Investigations	1	1	0
No longer culture-bound: Hikikomori outside of Japan	SAGE Publications		SAGE Journals	10.1177/0020764019859379						Unique_Item_Requests	1	1	0
No longer culture-bound: Hikikomori outside of Japan	SAGE Publications		SAGE Journals	10.1177/0020764019859379						Total_Item_Requests	3	3	0
No longer culture-bound: Hikikomori outside of Japan	SAGE Publications		SAGE Journals	10.1177/0020764019859379						Total_Item_Investigations	3	3	0
Nodes of knowledge, managing transfer: Shipbuilding and repair during the transformation from sail to steam	SAGE Publications		SAGE Journals	10.1177/0073275320971100						Unique_Item_Investigations	2	2	0
Nodes of knowledge, managing transfer: Shipbuilding and repair during the transformation from sail to steam	SAGE Publications		SAGE Journals	10.1177/0073275320971100						Unique_Item_Requests	2	2	0
Nodes of knowledge, managing transfer: Shipbuilding and repair during the transformation from sail to steam	SAGE Publications		SAGE Journals	10.1177/0073275320971100						Total_Item_Requests	3	3	0
Nodes of knowledge, managing transfer: Shipbuilding and repair during the transformation from sail to steam	SAGE Publications		SAGE Journals	10.1177/0073275320971100						Total_Item_Investigations	3	3	0
Non-binary embodiment and bodily discomfort: Body as social signum	SAGE Publications Ltd		SAGE Journals	10.1177/00380261231189049						Unique_Item_Investigations	1	1	0
Non-binary embodiment and bodily discomfort: Body as social signum	SAGE Publications Ltd		SAGE Journals	10.1177/00380261231189049						Unique_Item_Requests	1	1	0
Non-binary embodiment and bodily discomfort: Body as social signum	SAGE Publications Ltd		SAGE Journals	10.1177/00380261231189049						Total_Item_Requests	2	2	0
Non-binary embodiment and bodily discomfort: Body as social signum	SAGE Publications Ltd		SAGE Journals	10.1177/00380261231189049						Total_Item_Investigations	2	2	0
Non-pharmacological interventions for people with dementia: A review of reviews	SAGE Publications		SAGE Journals	10.1177/1471301218813234						Unique_Item_Investigations	1	1	0
Non-pharmacological interventions for people with dementia: A review of reviews	SAGE Publications		SAGE Journals	10.1177/1471301218813234						Unique_Item_Requests	1	1	0
Non-pharmacological interventions for people with dementia: A review of reviews	SAGE Publications		SAGE Journals	10.1177/1471301218813234						Total_Item_Requests	1	1	0
Non-pharmacological interventions for people with dementia: A review of reviews	SAGE Publications		SAGE Journals	10.1177/1471301218813234						Total_Item_Investigations	1	1	0
Non-thrombotic pulmonary embolism of brain, liver, or bone marrow tissues associated with traumatic injuries in free-ranging neotropical primates	SAGE Publications		SAGE Journals	10.1177/03009858221075595						Unique_Item_Investigations	2	2	0
Non-thrombotic pulmonary embolism of brain, liver, or bone marrow tissues associated with traumatic injuries in free-ranging neotropical primates	SAGE Publications		SAGE Journals	10.1177/03009858221075595						Unique_Item_Requests	2	2	0
Non-thrombotic pulmonary embolism of brain, liver, or bone marrow tissues associated with traumatic injuries in free-ranging neotropical primates	SAGE Publications		SAGE Journals	10.1177/03009858221075595						Total_Item_Requests	2	2	0
Non-thrombotic pulmonary embolism of brain, liver, or bone marrow tissues associated with traumatic injuries in free-ranging neotropical primates	SAGE Publications		SAGE Journals	10.1177/03009858221075595						Total_Item_Investigations	2	2	0
Normal Structure, Function, and Histology of the Bone Marrow	SAGE Publications		SAGE Journals	10.1080/01926230600939856						Unique_Item_Investigations	1	1	0
Normal Structure, Function, and Histology of the Bone Marrow	SAGE Publications		SAGE Journals	10.1080/01926230600939856						Unique_Item_Requests	1	1	0
Normal Structure, Function, and Histology of the Bone Marrow	SAGE Publications		SAGE Journals	10.1080/01926230600939856						Total_Item_Requests	1	1	0
Normal Structure, Function, and Histology of the Bone Marrow	SAGE Publications		SAGE Journals	10.1080/01926230600939856						Total_Item_Investigations	1	1	0
Now You See It, Now You Don’t Object Permanence in Dogs	SAGE Publications		SAGE Journals	10.1177/0963721416664861						Unique_Item_Investigations	4	4	0
Now You See It, Now You Don’t Object Permanence in Dogs	SAGE Publications		SAGE Journals	10.1177/0963721416664861						Unique_Item_Requests	4	4	0
Now You See It, Now You Don’t Object Permanence in Dogs	SAGE Publications		SAGE Journals	10.1177/0963721416664861						Total_Item_Requests	4	4	0
Now You See It, Now You Don’t Object Permanence in Dogs	SAGE Publications		SAGE Journals	10.1177/0963721416664861						Total_Item_Investigations	4	4	0
Nurse Bullying: Impact on Nurses’ Health	SAGE Publications		SAGE Journals	10.1177/0193945916681278						Unique_Item_Investigations	1	1	0
Nurse Bullying: Impact on Nurses’ Health	SAGE Publications		SAGE Journals	10.1177/0193945916681278						Unique_Item_Requests	1	1	0
Nurse Bullying: Impact on Nurses’ Health	SAGE Publications		SAGE Journals	10.1177/0193945916681278						Total_Item_Requests	1	1	0
Nurse Bullying: Impact on Nurses’ Health	SAGE Publications		SAGE Journals	10.1177/0193945916681278						Total_Item_Investigations	1	1	0
Nurses’ ethical challenges caring for people with COVID-19: A qualitative study	SAGE Publications		SAGE Journals	10.1177/0969733020944453						Unique_Item_Investigations	1	1	0
Nurses’ ethical challenges caring for people with COVID-19: A qualitative study	SAGE Publications		SAGE Journals	10.1177/0969733020944453						Unique_Item_Requests	1	1	0
Nurses’ ethical challenges caring for people with COVID-19: A qualitative study	SAGE Publications		SAGE Journals	10.1177/0969733020944453						Total_Item_Requests	1	1	0
Nurses’ ethical challenges caring for people with COVID-19: A qualitative study	SAGE Publications		SAGE Journals	10.1177/0969733020944453						Total_Item_Investigations	1	1	0
Nurse’s perceptions of organisational barriers to delivering compassionate care: A qualitative study	SAGE Publications		SAGE Journals	10.1177/0969733016660881						Unique_Item_Investigations	1	1	0
Nurse’s perceptions of organisational barriers to delivering compassionate care: A qualitative study	SAGE Publications		SAGE Journals	10.1177/0969733016660881						Unique_Item_Requests	1	1	0
Nurse’s perceptions of organisational barriers to delivering compassionate care: A qualitative study	SAGE Publications		SAGE Journals	10.1177/0969733016660881						Total_Item_Requests	1	1	0
Nurse’s perceptions of organisational barriers to delivering compassionate care: A qualitative study	SAGE Publications		SAGE Journals	10.1177/0969733016660881						Total_Item_Investigations	1	1	0
Nutrition Professionals Feel Underprepared to Serve Persons With Marginalized Identities	SAGE Publications		SAGE Journals	10.1177/23733799221103216						Unique_Item_Investigations	1	1	0
Nutrition Professionals Feel Underprepared to Serve Persons With Marginalized Identities	SAGE Publications		SAGE Journals	10.1177/23733799221103216						Unique_Item_Requests	1	1	0
Nutrition Professionals Feel Underprepared to Serve Persons With Marginalized Identities	SAGE Publications		SAGE Journals	10.1177/23733799221103216						Total_Item_Requests	1	1	0
Nutrition Professionals Feel Underprepared to Serve Persons With Marginalized Identities	SAGE Publications		SAGE Journals	10.1177/23733799221103216						Total_Item_Investigations	1	1	0
Obstetrical Nurses’ Perspectives of Pregnant Women Who Use Illicit Substances and Their Provision of Care: A Thematic Analysis	SAGE Publications		SAGE Journals	10.1177/0844562119870419						Unique_Item_Investigations	3	3	0
Obstetrical Nurses’ Perspectives of Pregnant Women Who Use Illicit Substances and Their Provision of Care: A Thematic Analysis	SAGE Publications		SAGE Journals	10.1177/0844562119870419						Unique_Item_Requests	3	3	0
Obstetrical Nurses’ Perspectives of Pregnant Women Who Use Illicit Substances and Their Provision of Care: A Thematic Analysis	SAGE Publications		SAGE Journals	10.1177/0844562119870419						Total_Item_Requests	3	3	0
Obstetrical Nurses’ Perspectives of Pregnant Women Who Use Illicit Substances and Their Provision of Care: A Thematic Analysis	SAGE Publications		SAGE Journals	10.1177/0844562119870419						Total_Item_Investigations	3	3	0
On Linkages: Integrating Community-Based Organizations into Preparedness Planning for People with Shcn	SAGE Publications		SAGE Journals	10.1177/003335490912400225						Unique_Item_Investigations	1	1	0
On Linkages: Integrating Community-Based Organizations into Preparedness Planning for People with Shcn	SAGE Publications		SAGE Journals	10.1177/003335490912400225						Total_Item_Investigations	1	1	0
On the surprising queerness of norms: Anthropology with Canguilhem, Foucault, and Butler	SAGE Publications		SAGE Journals	10.1177/14634996221117755						Unique_Item_Investigations	2	2	0
On the surprising queerness of norms: Anthropology with Canguilhem, Foucault, and Butler	SAGE Publications		SAGE Journals	10.1177/14634996221117755						Unique_Item_Requests	2	2	0
On the surprising queerness of norms: Anthropology with Canguilhem, Foucault, and Butler	SAGE Publications		SAGE Journals	10.1177/14634996221117755						Total_Item_Requests	2	2	0
On the surprising queerness of norms: Anthropology with Canguilhem, Foucault, and Butler	SAGE Publications		SAGE Journals	10.1177/14634996221117755						Total_Item_Investigations	2	2	0
On the Validity of Student Evaluation of Teaching The State of the Art	American Educational Research Association		SAGE Journals	10.3102/0034654313496870						Unique_Item_Investigations	1	1	0
On the Validity of Student Evaluation of Teaching The State of the Art	American Educational Research Association		SAGE Journals	10.3102/0034654313496870						Unique_Item_Requests	1	1	0
On the Validity of Student Evaluation of Teaching The State of the Art	American Educational Research Association		SAGE Journals	10.3102/0034654313496870						Total_Item_Requests	2	2	0
On the Validity of Student Evaluation of Teaching The State of the Art	American Educational Research Association		SAGE Journals	10.3102/0034654313496870						Total_Item_Investigations	2	2	0
Online Moral Disengagement: An Examination of the Relationships Between Electronic Communication, Cognitive Empathy, and Antisocial Behavior on the Internet	SAGE Publications		SAGE Journals	10.1177/00332941231216415						Unique_Item_Investigations	1	1	0
Online Moral Disengagement: An Examination of the Relationships Between Electronic Communication, Cognitive Empathy, and Antisocial Behavior on the Internet	SAGE Publications		SAGE Journals	10.1177/00332941231216415						Unique_Item_Requests	1	1	0
Online Moral Disengagement: An Examination of the Relationships Between Electronic Communication, Cognitive Empathy, and Antisocial Behavior on the Internet	SAGE Publications		SAGE Journals	10.1177/00332941231216415						Total_Item_Requests	1	1	0
Online Moral Disengagement: An Examination of the Relationships Between Electronic Communication, Cognitive Empathy, and Antisocial Behavior on the Internet	SAGE Publications		SAGE Journals	10.1177/00332941231216415						Total_Item_Investigations	1	1	0
Open surgical correction combined with an external splint for correction of a non-compliant pectus excavatum in a cat	SAGE Publications		SAGE Journals	10.1177/1098612X11431032						Unique_Item_Investigations	1	1	0
Open surgical correction combined with an external splint for correction of a non-compliant pectus excavatum in a cat	SAGE Publications		SAGE Journals	10.1177/1098612X11431032						Unique_Item_Requests	1	1	0
Open surgical correction combined with an external splint for correction of a non-compliant pectus excavatum in a cat	SAGE Publications		SAGE Journals	10.1177/1098612X11431032						Total_Item_Requests	1	1	0
Open surgical correction combined with an external splint for correction of a non-compliant pectus excavatum in a cat	SAGE Publications		SAGE Journals	10.1177/1098612X11431032						Total_Item_Investigations	1	1	0
Operator Suspicion and Decision Responses to Cyber-Attacks on Unmanned Ground Vehicle Systems	SAGE Publications		SAGE Journals	10.1177/1541931213601540						Unique_Item_Investigations	1	1	0
Operator Suspicion and Decision Responses to Cyber-Attacks on Unmanned Ground Vehicle Systems	SAGE Publications		SAGE Journals	10.1177/1541931213601540						Total_Item_Investigations	1	1	0
Opinion on the Optimal Histologic Evaluation of the Bone Marrow in Nonclinical Toxicity Studies	SAGE Publications		SAGE Journals	10.1177/01926233211061712						Unique_Item_Investigations	1	1	0
Opinion on the Optimal Histologic Evaluation of the Bone Marrow in Nonclinical Toxicity Studies	SAGE Publications		SAGE Journals	10.1177/01926233211061712						Unique_Item_Requests	1	1	0
Opinion on the Optimal Histologic Evaluation of the Bone Marrow in Nonclinical Toxicity Studies	SAGE Publications		SAGE Journals	10.1177/01926233211061712						Total_Item_Requests	1	1	0
Opinion on the Optimal Histologic Evaluation of the Bone Marrow in Nonclinical Toxicity Studies	SAGE Publications		SAGE Journals	10.1177/01926233211061712						Total_Item_Investigations	1	1	0
Opposition to Housing NIMBY and Beyond	SAGE Publications		SAGE Journals	10.1177/10780879922184310						Unique_Item_Investigations	1	1	0
Opposition to Housing NIMBY and Beyond	SAGE Publications		SAGE Journals	10.1177/10780879922184310						Total_Item_Investigations	1	1	0
