Report_Name	Book Requests (Excluding OA_Gold)
Report_ID	TR_B1
Release	5
Institution_Name	UNIVERSITY OF PRINCE EDWARD ISLAND
Institution_ID	EBC:upei
Metric_Types	Total_Item_Requests; Unique_Title_Requests
Report_Filters	Platform=ProQuest Ebook Central; Access_Method=Regular; Data_Type=Book; Access_Type=Controlled
Report_Attributes	
Exceptions	
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T13:53:52Z
Created_By	ProQuest Ebook Central

Title	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	YOP	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Generation Us	Orca Book Publishers		ProQuest Ebook Central		EBC:766156	978-1-55469-804-2				2011	Total_Item_Requests	5	5	0
Generation Us	Orca Book Publishers		ProQuest Ebook Central		EBC:766156	978-1-55469-804-2				2011	Unique_Title_Requests	1	1	0
Generation Us	Orca Book Publishers		ProQuest Ebook Central		EBC:766156	978-1-55469-804-2				2011	Total_Item_Requests	1	0	1
Generation Us	Orca Book Publishers		ProQuest Ebook Central		EBC:766156	978-1-55469-804-2				2011	Unique_Title_Requests	1	0	1
GMO Food	Bloomsbury Publishing USA		ProQuest Ebook Central		EBC:1811985	978-1-61069-685-2				2014	Total_Item_Requests	1	0	1
GMO Food	Bloomsbury Publishing USA		ProQuest Ebook Central		EBC:1811985	978-1-61069-685-2				2014	Unique_Title_Requests	1	0	1
Goat Science and Production	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:479917					2010	Total_Item_Requests	2	0	2
Goat Science and Production	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:479917					2010	Unique_Title_Requests	1	0	1
Graffiti in Antiquity	Taylor & Francis Group		ProQuest Ebook Central		EBC:1813140	978-1-84465-607-3				2015	Total_Item_Requests	1	0	1
Graffiti in Antiquity	Taylor & Francis Group		ProQuest Ebook Central		EBC:1813140	978-1-84465-607-3				2015	Unique_Title_Requests	1	0	1
Group Dynamics	University Press of America, Incorporated		ProQuest Ebook Central		EBC:817139	978-0-7618-5697-9				2011	Total_Item_Requests	47	47	0
Group Dynamics	University Press of America, Incorporated		ProQuest Ebook Central		EBC:817139	978-0-7618-5697-9				2011	Unique_Title_Requests	21	21	0
Group Dynamics	University Press of America, Incorporated		ProQuest Ebook Central		EBC:817139	978-0-7618-5697-9				2011	Total_Item_Requests	443	0	443
Group Dynamics	University Press of America, Incorporated		ProQuest Ebook Central		EBC:817139	978-0-7618-5697-9				2011	Unique_Title_Requests	97	0	97
Guidelines for the Treatment of Malaria	World Health Organization		ProQuest Ebook Central		EBC:579094	978-92-4-154792-5				2010	Total_Item_Requests	9	0	9
Guidelines for the Treatment of Malaria	World Health Organization		ProQuest Ebook Central		EBC:579094	978-92-4-154792-5				2010	Unique_Title_Requests	1	0	1
Handbook of Nursing Diagnosis	Jones & Bartlett Learning, LLC		ProQuest Ebook Central		EBC:6735747	978-1-284-19797-6				2021	Total_Item_Requests	4	4	0
Handbook of Nursing Diagnosis	Jones & Bartlett Learning, LLC		ProQuest Ebook Central		EBC:6735747	978-1-284-19797-6				2021	Unique_Title_Requests	1	1	0
Handbook of Sustainable Travel	Springer Netherlands		ProQuest Ebook Central		EBC:1538874	978-94-007-7033-1				2013	Total_Item_Requests	3	0	3
Handbook of Sustainable Travel	Springer Netherlands		ProQuest Ebook Central		EBC:1538874	978-94-007-7033-1				2013	Unique_Title_Requests	2	0	2
Handbook of the New Sexuality Studies	Taylor & Francis Group		ProQuest Ebook Central		EBC:292869	978-0-415-38648-7				2006	Total_Item_Requests	14	14	0
Handbook of the New Sexuality Studies	Taylor & Francis Group		ProQuest Ebook Central		EBC:292869	978-0-415-38648-7				2006	Unique_Title_Requests	4	4	0
Handbook of the Social Psychology of Inequality	Springer Netherlands		ProQuest Ebook Central		EBC:1802749	978-94-017-9001-7				2014	Total_Item_Requests	2	0	2
Handbook of the Social Psychology of Inequality	Springer Netherlands		ProQuest Ebook Central		EBC:1802749	978-94-017-9001-7				2014	Unique_Title_Requests	1	0	1
HESI Comprehensive Review for the NCLEX-RN® Examination	Elsevier		ProQuest Ebook Central		EBC:1746298	978-1-4557-2752-0				2013	Total_Item_Requests	11	11	0
HESI Comprehensive Review for the NCLEX-RN® Examination	Elsevier		ProQuest Ebook Central		EBC:1746298	978-1-4557-2752-0				2013	Unique_Title_Requests	2	2	0
Histology for Pathologists	Wolters Kluwer		ProQuest Ebook Central		EBC:6269421	978-1-4963-9894-9				2019	Total_Item_Requests	1	1	0
Histology for Pathologists	Wolters Kluwer		ProQuest Ebook Central		EBC:6269421	978-1-4963-9894-9				2019	Unique_Title_Requests	1	1	0
History and Social Anthropology	Taylor & Francis Group		ProQuest Ebook Central		EBC:1461019	978-0-415-33033-6				2005	Total_Item_Requests	19	19	0
History and Social Anthropology	Taylor & Francis Group		ProQuest Ebook Central		EBC:1461019	978-0-415-33033-6				2005	Unique_Title_Requests	2	2	0
Homeschooling in America	Corwin Press		ProQuest Ebook Central		EBC:1993873	978-1-4522-0523-6				2012	Total_Item_Requests	1	0	1
Homeschooling in America	Corwin Press		ProQuest Ebook Central		EBC:1993873	978-1-4522-0523-6				2012	Unique_Title_Requests	1	0	1
Human Rights, Refugee Protest and Immigration Detention	Palgrave Macmillan UK		ProQuest Ebook Central		EBC:4719837	978-1-137-58095-5				2016	Total_Item_Requests	3	3	0
Human Rights, Refugee Protest and Immigration Detention	Palgrave Macmillan UK		ProQuest Ebook Central		EBC:4719837	978-1-137-58095-5				2016	Unique_Title_Requests	1	1	0
Indianthusiasm	Wilfrid Laurier University Press		ProQuest Ebook Central		EBC:6034276	978-1-77112-399-0				2020	Total_Item_Requests	2	0	2
Indianthusiasm	Wilfrid Laurier University Press		ProQuest Ebook Central		EBC:6034276	978-1-77112-399-0				2020	Unique_Title_Requests	1	0	1
Infection	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:477849	978-1-4051-2665-6				2006	Total_Item_Requests	2	0	2
Infection	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:477849	978-1-4051-2665-6				2006	Unique_Title_Requests	1	0	1
Infectious Disease	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:428120	978-1-4051-3543-6				2009	Total_Item_Requests	2	0	2
Infectious Disease	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:428120	978-1-4051-3543-6				2009	Unique_Title_Requests	1	0	1
Introduction to Advanced Manufacturing	SAE International		ProQuest Ebook Central		EBC:28994469	978-0-7680-9327-8				2019	Total_Item_Requests	23	0	23
Introduction to Advanced Manufacturing	SAE International		ProQuest Ebook Central		EBC:28994469	978-0-7680-9327-8				2019	Unique_Title_Requests	1	0	1
Introduction to Determinants of First Nations, Inuit, and Métis Peoples' Health in Canada	Canadian Scholars		ProQuest Ebook Central		EBC:7077116	978-1-77338-319-4				2022	Total_Item_Requests	29	29	0
Introduction to Determinants of First Nations, Inuit, and Métis Peoples' Health in Canada	Canadian Scholars		ProQuest Ebook Central		EBC:7077116	978-1-77338-319-4				2022	Unique_Title_Requests	7	7	0
Introduction to Determinants of First Nations, Inuit, and Métis Peoples' Health in Canada	Canadian Scholars		ProQuest Ebook Central		EBC:7077116	978-1-77338-319-4				2022	Total_Item_Requests	139	0	139
Introduction to Determinants of First Nations, Inuit, and Métis Peoples' Health in Canada	Canadian Scholars		ProQuest Ebook Central		EBC:7077116	978-1-77338-319-4				2022	Unique_Title_Requests	32	0	32
Introduction to Fluorescence	Taylor & Francis Group		ProQuest Ebook Central		EBC:1443835	978-1-4398-0604-3				2014	Total_Item_Requests	6	6	0
Introduction to Fluorescence	Taylor & Francis Group		ProQuest Ebook Central		EBC:1443835	978-1-4398-0604-3				2014	Unique_Title_Requests	1	1	0
Ireland's Exiled Children	Oxford University Press, Incorporated		ProQuest Ebook Central		EBC:4413905	978-0-19-022428-8				2016	Total_Item_Requests	7	0	7
Ireland's Exiled Children	Oxford University Press, Incorporated		ProQuest Ebook Central		EBC:4413905	978-0-19-022428-8				2016	Unique_Title_Requests	1	0	1
Issues in Curating Contemporary Art and Performance	Intellect, Limited		ProQuest Ebook Central		EBC:329916	978-1-84150-162-8				2008	Total_Item_Requests	2	2	0
Issues in Curating Contemporary Art and Performance	Intellect, Limited		ProQuest Ebook Central		EBC:329916	978-1-84150-162-8				2008	Unique_Title_Requests	1	1	0
Key Papers on Korea: Essays Celebrating 25 Years of the Centre of Korean Studies, SOAS, University of London	BRILL		ProQuest Ebook Central		EBC:1582255	978-90-04-25458-9				2013	Total_Item_Requests	1	0	1
Key Papers on Korea: Essays Celebrating 25 Years of the Centre of Korean Studies, SOAS, University of London	BRILL		ProQuest Ebook Central		EBC:1582255	978-90-04-25458-9				2013	Unique_Title_Requests	1	0	1
Knowledge and Critical Pedagogy	Springer Netherlands		ProQuest Ebook Central		EBC:367413	978-1-4020-8223-8				2008	Total_Item_Requests	3	3	0
Knowledge and Critical Pedagogy	Springer Netherlands		ProQuest Ebook Central		EBC:367413	978-1-4020-8223-8				2008	Unique_Title_Requests	1	1	0
Knowledge and Critical Pedagogy	Springer Netherlands		ProQuest Ebook Central		EBC:367413	978-1-4020-8223-8				2008	Total_Item_Requests	4	0	4
Knowledge and Critical Pedagogy	Springer Netherlands		ProQuest Ebook Central		EBC:367413	978-1-4020-8223-8				2008	Unique_Title_Requests	3	0	3
La Francophonie Canadienne	University of Ottawa Press/Les Presses de l'Universite d'Ottawa		ProQuest Ebook Central		EBC:3245237	978-2-7603-0600-4				2005	Total_Item_Requests	4	4	0
La Francophonie Canadienne	University of Ottawa Press/Les Presses de l'Universite d'Ottawa		ProQuest Ebook Central		EBC:3245237	978-2-7603-0600-4				2005	Unique_Title_Requests	1	1	0
Living Treaties	Cape Breton University Press		ProQuest Ebook Central		EBC:4814051	978-1-77206-053-9				2018	Total_Item_Requests	2	2	0
Living Treaties	Cape Breton University Press		ProQuest Ebook Central		EBC:4814051	978-1-77206-053-9				2018	Unique_Title_Requests	1	1	0
LSAT for Dummies	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:1635363	978-1-118-67805-3				2014	Total_Item_Requests	3	3	0
LSAT for Dummies	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:1635363	978-1-118-67805-3				2014	Unique_Title_Requests	1	1	0
Make It All about Them	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:1104476	978-1-118-42837-5				2012	Total_Item_Requests	5	0	5
Make It All about Them	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:1104476	978-1-118-42837-5				2012	Unique_Title_Requests	4	0	4
Mansfield Park	Cambridge University Press		ProQuest Ebook Central		EBC:4949527					2005	Total_Item_Requests	1	1	0
Mansfield Park	Cambridge University Press		ProQuest Ebook Central		EBC:4949527					2005	Unique_Title_Requests	1	1	0
Mansfield Park	Cambridge University Press		ProQuest Ebook Central		EBC:4949527					2005	Total_Item_Requests	3	0	3
Mansfield Park	Cambridge University Press		ProQuest Ebook Central		EBC:4949527					2005	Unique_Title_Requests	2	0	2
Mansfield Park	Open Road Integrated Media, Inc.		ProQuest Ebook Central		EBC:4353537					2012	Total_Item_Requests	4	0	4
Mansfield Park	Open Road Integrated Media, Inc.		ProQuest Ebook Central		EBC:4353537					2012	Unique_Title_Requests	1	0	1
Many-Headed Hydra	Beacon Press		ProQuest Ebook Central		EBC:3117968	978-0-8070-5006-4				2000	Total_Item_Requests	64	0	64
Many-Headed Hydra	Beacon Press		ProQuest Ebook Central		EBC:3117968	978-0-8070-5006-4				2000	Unique_Title_Requests	7	0	7
MATLAB for Dummies	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:6633221	978-1-119-79688-6				2021	Total_Item_Requests	1	0	1
MATLAB for Dummies	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:6633221	978-1-119-79688-6				2021	Unique_Title_Requests	1	0	1
Mexican American Mojo	Duke University Press		ProQuest Ebook Central		EBC:1169892	978-0-8223-4339-4				2008	Total_Item_Requests	2	0	2
Mexican American Mojo	Duke University Press		ProQuest Ebook Central		EBC:1169892	978-0-8223-4339-4				2008	Unique_Title_Requests	2	0	2
Microbiology and Infectious Diseases on the Move	Taylor & Francis Group		ProQuest Ebook Central		EBC:967166	978-1-4441-2012-7				2012	Total_Item_Requests	2	0	2
Microbiology and Infectious Diseases on the Move	Taylor & Francis Group		ProQuest Ebook Central		EBC:967166	978-1-4441-2012-7				2012	Unique_Title_Requests	1	0	1
Modeling and Simulation Support for System of Systems Engineering Applications	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:1895472	978-1-118-46031-3				2015	Total_Item_Requests	1	1	0
Modeling and Simulation Support for System of Systems Engineering Applications	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:1895472	978-1-118-46031-3				2015	Unique_Title_Requests	1	1	0
Molecular Fluorescence	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:1161964	978-3-527-32846-8				2013	Total_Item_Requests	11	11	0
Molecular Fluorescence	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:1161964	978-3-527-32846-8				2013	Unique_Title_Requests	1	1	0
Mosby's 2021 Nursing Drug Reference E-Book	Mosby		ProQuest Ebook Central		EBC:6128701	978-0-323-75733-1				2020	Total_Item_Requests	4	4	0
Mosby's 2021 Nursing Drug Reference E-Book	Mosby		ProQuest Ebook Central		EBC:6128701	978-0-323-75733-1				2020	Unique_Title_Requests	2	2	0
Mosby's 2021 Nursing Drug Reference E-Book	Mosby		ProQuest Ebook Central		EBC:6128701	978-0-323-75733-1				2020	Total_Item_Requests	3	0	3
Mosby's 2021 Nursing Drug Reference E-Book	Mosby		ProQuest Ebook Central		EBC:6128701	978-0-323-75733-1				2020	Unique_Title_Requests	1	0	1
Near Abroad	Oxford University Press, Incorporated		ProQuest Ebook Central		EBC:4766833	978-0-19-025330-1				2017	Total_Item_Requests	2	0	2
Near Abroad	Oxford University Press, Incorporated		ProQuest Ebook Central		EBC:4766833	978-0-19-025330-1				2017	Unique_Title_Requests	1	0	1
Noordsy's Food Animal Surgery	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:1520754	978-1-118-35260-1				2014	Total_Item_Requests	2	2	0
Noordsy's Food Animal Surgery	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:1520754	978-1-118-35260-1				2014	Unique_Title_Requests	1	1	0
Notes on Feline Internal Medicine	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:1246397	978-0-470-67117-7				2013	Total_Item_Requests	2	0	2
Notes on Feline Internal Medicine	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:1246397	978-0-470-67117-7				2013	Unique_Title_Requests	1	0	1
On-Farm Strategies to Control Foodborne Pathogens	Nova Science Publishers, Incorporated		ProQuest Ebook Central		EBC:3021455	978-1-62100-411-0				2012	Total_Item_Requests	1	0	1
On-Farm Strategies to Control Foodborne Pathogens	Nova Science Publishers, Incorporated		ProQuest Ebook Central		EBC:3021455	978-1-62100-411-0				2012	Unique_Title_Requests	1	0	1
Pathogenesis of Bacterial Infections in Animals	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:468756	978-0-8138-2939-5				2004	Total_Item_Requests	4	0	4
Pathogenesis of Bacterial Infections in Animals	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:468756	978-0-8138-2939-5				2004	Unique_Title_Requests	1	0	1
Pathologic Basis of Veterinary Disease E-BOOK	Mosby		ProQuest Ebook Central		EBC:6837937	978-0-323-71313-9				2021	Total_Item_Requests	10	10	0
Pathologic Basis of Veterinary Disease E-BOOK	Mosby		ProQuest Ebook Central		EBC:6837937	978-0-323-71313-9				2021	Unique_Title_Requests	3	3	0
Pathologic Basis of Veterinary Disease E-BOOK	Mosby		ProQuest Ebook Central		EBC:6837937	978-0-323-71313-9				2021	Total_Item_Requests	38	0	38
Pathologic Basis of Veterinary Disease E-BOOK	Mosby		ProQuest Ebook Central		EBC:6837937	978-0-323-71313-9				2021	Unique_Title_Requests	9	0	9
Pocket Guide to Bacterial Infections	Taylor & Francis Group		ProQuest Ebook Central		EBC:5683723	978-1-138-05491-2				2019	Total_Item_Requests	2	0	2
Pocket Guide to Bacterial Infections	Taylor & Francis Group		ProQuest Ebook Central		EBC:5683723	978-1-138-05491-2				2019	Unique_Title_Requests	1	0	1
Prison Food in America	Rowman & Littlefield Publishers, Incorporated		ProQuest Ebook Central		EBC:4733917	978-1-4422-5347-6				2016	Total_Item_Requests	1	0	1
Prison Food in America	Rowman & Littlefield Publishers, Incorporated		ProQuest Ebook Central		EBC:4733917	978-1-4422-5347-6				2016	Unique_Title_Requests	1	0	1
Probabilistic Theory of Mean Field Games with Applications II	Springer International Publishing AG		ProQuest Ebook Central		EBC:5319949	978-3-319-56435-7				2018	Total_Item_Requests	11	0	11
Probabilistic Theory of Mean Field Games with Applications II	Springer International Publishing AG		ProQuest Ebook Central		EBC:5319949	978-3-319-56435-7				2018	Unique_Title_Requests	3	0	3
Production diseases in farm animals	Wageningen Academic Publishers		ProQuest Ebook Central		EBC:3572049	978-90-76998-57-2				2006	Total_Item_Requests	1	0	1
Production diseases in farm animals	Wageningen Academic Publishers		ProQuest Ebook Central		EBC:3572049	978-90-76998-57-2				2006	Unique_Title_Requests	1	0	1
Program Management Office Advantage	AMACOM		ProQuest Ebook Central		EBC:472562	978-0-8144-1426-2				2009	Total_Item_Requests	1	0	1
Program Management Office Advantage	AMACOM		ProQuest Ebook Central		EBC:472562	978-0-8144-1426-2				2009	Unique_Title_Requests	1	0	1
Pursuit of Power in Modern Japan, 1825-1995, The	Oxford University Press		ProQuest Ebook Central		EBC:4964657	978-0-19-820589-0				2000	Total_Item_Requests	1	1	0
Pursuit of Power in Modern Japan, 1825-1995, The	Oxford University Press		ProQuest Ebook Central		EBC:4964657	978-0-19-820589-0				2000	Unique_Title_Requests	1	1	0
Putting a Name to It	Johns Hopkins University Press		ProQuest Ebook Central		EBC:3318855	978-1-4214-1574-1				2011	Total_Item_Requests	13	0	13
Putting a Name to It	Johns Hopkins University Press		ProQuest Ebook Central		EBC:3318855	978-1-4214-1574-1				2011	Unique_Title_Requests	2	0	2
Qualitative Research	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:2089475	978-1-119-00361-8				2015	Total_Item_Requests	3	3	0
Qualitative Research	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:2089475	978-1-119-00361-8				2015	Unique_Title_Requests	2	2	0
Qualitative Research	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:2089475	978-1-119-00361-8				2015	Total_Item_Requests	64	0	64
Qualitative Research	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:2089475	978-1-119-00361-8				2015	Unique_Title_Requests	8	0	8
Race and Ethnicity in America [4 Volumes]	Bloomsbury Publishing USA		ProQuest Ebook Central		EBC:5940282	978-1-4408-5096-7				2019	Total_Item_Requests	9	0	9
Race and Ethnicity in America [4 Volumes]	Bloomsbury Publishing USA		ProQuest Ebook Central		EBC:5940282	978-1-4408-5096-7				2019	Unique_Title_Requests	2	0	2
Raising Henry	Yale University Press		ProQuest Ebook Central		EBC:3421280	978-0-300-18000-8				2013	Total_Item_Requests	1	0	1
Raising Henry	Yale University Press		ProQuest Ebook Central		EBC:3421280	978-0-300-18000-8				2013	Unique_Title_Requests	1	0	1
Reading Popular Culture in Victorian Print	Palgrave Macmillan		ProQuest Ebook Central		EBC:555482	978-0-230-61521-2				2009	Total_Item_Requests	2	0	2
Reading Popular Culture in Victorian Print	Palgrave Macmillan		ProQuest Ebook Central		EBC:555482	978-0-230-61521-2				2009	Unique_Title_Requests	1	0	1
Reformation World	Taylor & Francis Group		ProQuest Ebook Central		EBC:3060336	978-0-415-16357-6				2000	Total_Item_Requests	1	1	0
Reformation World	Taylor & Francis Group		ProQuest Ebook Central		EBC:3060336	978-0-415-16357-6				2000	Unique_Title_Requests	1	1	0
Reigniting Curiosity and Inquiry in Higher Education	Stylus Publishing, LLC		ProQuest Ebook Central		EBC:30225482	978-1-64267-445-3				2022	Total_Item_Requests	17	17	0
Reigniting Curiosity and Inquiry in Higher Education	Stylus Publishing, LLC		ProQuest Ebook Central		EBC:30225482	978-1-64267-445-3				2022	Unique_Title_Requests	7	7	0
Reigniting Curiosity and Inquiry in Higher Education	Stylus Publishing, LLC		ProQuest Ebook Central		EBC:30225482	978-1-64267-445-3				2022	Total_Item_Requests	2	0	2
Reigniting Curiosity and Inquiry in Higher Education	Stylus Publishing, LLC		ProQuest Ebook Central		EBC:30225482	978-1-64267-445-3				2022	Unique_Title_Requests	1	0	1
Representations of Gender from Prehistory to the Present	Palgrave Macmillan UK		ProQuest Ebook Central		EBC:5642283	978-0-312-22397-7				2000	Total_Item_Requests	4	0	4
Representations of Gender from Prehistory to the Present	Palgrave Macmillan UK		ProQuest Ebook Central		EBC:5642283	978-0-312-22397-7				2000	Unique_Title_Requests	1	0	1
Research Methods, Second Edition	Canadian Scholars		ProQuest Ebook Central		EBC:6282085	978-1-77338-154-1				2020	Total_Item_Requests	422	422	0
Research Methods, Second Edition	Canadian Scholars		ProQuest Ebook Central		EBC:6282085	978-1-77338-154-1				2020	Unique_Title_Requests	127	127	0
Research Methods, Second Edition	Canadian Scholars		ProQuest Ebook Central		EBC:6282085	978-1-77338-154-1				2020	Total_Item_Requests	208	0	208
Research Methods, Second Edition	Canadian Scholars		ProQuest Ebook Central		EBC:6282085	978-1-77338-154-1				2020	Unique_Title_Requests	48	0	48
Response Surface Methodology	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:7104227	978-1-118-91601-8				2016	Total_Item_Requests	14	14	0
Response Surface Methodology	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:7104227	978-1-118-91601-8				2016	Unique_Title_Requests	1	1	0
Responsible Tourism	Goodfellow Publishers, Limited		ProQuest Ebook Central		EBC:4721517	978-1-910158-85-2				2016	Total_Item_Requests	239	239	0
Responsible Tourism	Goodfellow Publishers, Limited		ProQuest Ebook Central		EBC:4721517	978-1-910158-85-2				2016	Unique_Title_Requests	48	48	0
Responsible Tourism	Goodfellow Publishers, Limited		ProQuest Ebook Central		EBC:4721517	978-1-910158-85-2				2016	Total_Item_Requests	233	0	233
Responsible Tourism	Goodfellow Publishers, Limited		ProQuest Ebook Central		EBC:4721517	978-1-910158-85-2				2016	Unique_Title_Requests	25	0	25
Rip Van Winkle	Open Road Integrated Media, Inc.		ProQuest Ebook Central		EBC:5013734					1967	Total_Item_Requests	21	21	0
Rip Van Winkle	Open Road Integrated Media, Inc.		ProQuest Ebook Central		EBC:5013734					1967	Unique_Title_Requests	3	3	0
Rip Van Winkle	Open Road Integrated Media, Inc.		ProQuest Ebook Central		EBC:5013734					1967	Total_Item_Requests	8	0	8
Rip Van Winkle	Open Road Integrated Media, Inc.		ProQuest Ebook Central		EBC:5013734					1967	Unique_Title_Requests	2	0	2
Roman Pompeii	Taylor & Francis Group		ProQuest Ebook Central		EBC:178314	978-0-415-14103-1				1996	Total_Item_Requests	8	8	0
Roman Pompeii	Taylor & Francis Group		ProQuest Ebook Central		EBC:178314	978-0-415-14103-1				1996	Unique_Title_Requests	1	1	0
Roman Pompeii	Taylor & Francis Group		ProQuest Ebook Central		EBC:178314	978-0-415-14103-1				1996	Total_Item_Requests	2	0	2
Roman Pompeii	Taylor & Francis Group		ProQuest Ebook Central		EBC:178314	978-0-415-14103-1				1996	Unique_Title_Requests	1	0	1
Sea Lice Biology and Control	5m Publishing		ProQuest Ebook Central		EBC:7186670	978-1-78918-191-3				2023	Total_Item_Requests	51	51	0
Sea Lice Biology and Control	5m Publishing		ProQuest Ebook Central		EBC:7186670	978-1-78918-191-3				2023	Unique_Title_Requests	8	8	0
Sea Lice Biology and Control	5m Publishing		ProQuest Ebook Central		EBC:7186670	978-1-78918-191-3				2023	Total_Item_Requests	18	0	18
Sea Lice Biology and Control	5m Publishing		ProQuest Ebook Central		EBC:7186670	978-1-78918-191-3				2023	Unique_Title_Requests	3	0	3
Signals and Systems	Orchard Publications		ProQuest Ebook Central		EBC:3384197	978-1-934404-23-2				2012	Total_Item_Requests	3	3	0
Signals and Systems	Orchard Publications		ProQuest Ebook Central		EBC:3384197	978-1-934404-23-2				2012	Unique_Title_Requests	2	2	0
Small Island Developing States	Springer International Publishing AG		ProQuest Ebook Central		EBC:6787308	978-3-030-82773-1				2021	Total_Item_Requests	1	0	1
Small Island Developing States	Springer International Publishing AG		ProQuest Ebook Central		EBC:6787308	978-3-030-82773-1				2021	Unique_Title_Requests	1	0	1
Social and Cultural Anthropology	Taylor & Francis Group		ProQuest Ebook Central		EBC:170138	978-0-415-18155-6				2000	Total_Item_Requests	3	3	0
Social and Cultural Anthropology	Taylor & Francis Group		ProQuest Ebook Central		EBC:170138	978-0-415-18155-6				2000	Unique_Title_Requests	1	1	0
Social Anthropology	Taylor & Francis Group		ProQuest Ebook Central		EBC:1460971	978-0-415-33030-5				2004	Total_Item_Requests	2	2	0
Social Anthropology	Taylor & Francis Group		ProQuest Ebook Central		EBC:1460971	978-0-415-33030-5				2004	Unique_Title_Requests	2	2	0
Soil Erosion and Carbon Dynamics	Taylor & Francis Group		ProQuest Ebook Central		EBC:7244862	978-0-367-57794-0				2005	Total_Item_Requests	2	2	0
Soil Erosion and Carbon Dynamics	Taylor & Francis Group		ProQuest Ebook Central		EBC:7244862	978-0-367-57794-0				2005	Unique_Title_Requests	1	1	0
Stories of Culture and Place	University of Toronto Press		ProQuest Ebook Central		EBC:5150681	978-1-4875-9370-4				2017	Total_Item_Requests	1	1	0
Stories of Culture and Place	University of Toronto Press		ProQuest Ebook Central		EBC:5150681	978-1-4875-9370-4				2017	Unique_Title_Requests	1	1	0
Stories of Culture and Place	University of Toronto Press		ProQuest Ebook Central		EBC:5150681	978-1-4875-9370-4				2017	Total_Item_Requests	1	0	1
Stories of Culture and Place	University of Toronto Press		ProQuest Ebook Central		EBC:5150681	978-1-4875-9370-4				2017	Unique_Title_Requests	1	0	1
Street Sex Workers' Discourse	Taylor & Francis Group		ProQuest Ebook Central		EBC:1172895	978-0-415-88707-6				2013	Total_Item_Requests	6	6	0
Street Sex Workers' Discourse	Taylor & Francis Group		ProQuest Ebook Central		EBC:1172895	978-0-415-88707-6				2013	Unique_Title_Requests	1	1	0
Successful Aging	Springer Netherlands		ProQuest Ebook Central		EBC:1973792	978-94-017-9330-8				2015	Total_Item_Requests	8	0	8
Successful Aging	Springer Netherlands		ProQuest Ebook Central		EBC:1973792	978-94-017-9330-8				2015	Unique_Title_Requests	1	0	1
Sustainable Tourism in Island Destinations	Taylor & Francis Group		ProQuest Ebook Central		EBC:605289	978-1-84407-779-3				2010	Total_Item_Requests	1	1	0
Sustainable Tourism in Island Destinations	Taylor & Francis Group		ProQuest Ebook Central		EBC:605289	978-1-84407-779-3				2010	Unique_Title_Requests	1	1	0
Sustainable Tourism in Island Destinations	Taylor & Francis Group		ProQuest Ebook Central		EBC:605289	978-1-84407-779-3				2010	Total_Item_Requests	13	0	13
Sustainable Tourism in Island Destinations	Taylor & Francis Group		ProQuest Ebook Central		EBC:605289	978-1-84407-779-3				2010	Unique_Title_Requests	2	0	2
System Dynamics	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:817383	978-0-470-88908-4				2012	Total_Item_Requests	36	36	0
System Dynamics	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:817383	978-0-470-88908-4				2012	Unique_Title_Requests	11	11	0
System Dynamics	John Wiley & Sons, Incorporated		ProQuest Ebook Central		EBC:817383	978-0-470-88908-4				2012	Total_Item_Requests	9	0	9
