Report_Name	Journal Article Requests
Report_ID	IR_A1
Release	5
Institution_Name	UNIVERSITY OF PRINCE EDWARD ISLAND
Institution_ID	nrc:51861-2359-csp
Metric_Types	Total_Item_Requests; Unique_Item_Requests
Report_Filters	Data_Type=Article; Parent_Data_Type=Journal; Access_Method=Regular
Report_Attributes	
Exceptions	3031: Usage Not Ready for Requested Dates (Requested data between 2024-02-01 and 2024-02-29. However only data between 2018-11-01 and 2024-01-31 exists.)
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T05:40:27Z
Created_By	Atypon Systems LLC.

Item	Publisher	Publisher_ID	Platform	Authors	Publication_Date	Article_version	DOI	Proprietary_ID	Print_ISSN	Online_ISSN	URI	Parent_Title	Parent_Authors	Parent_Article_Version	Parent_DOI	Parent_Proprietary_ID	Parent_Print_ISSN	Parent_Online_ISSN	Parent_URI	Access_Type	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Diversity and Equity in Dietetics and Undergraduate Nutrition Education in Manitoba	Dietitians of Canada		Canadian Science Publishing	Adriana Mudryj, Kathy Vagianos, Kayla L. Farquhar, Kerry A. Spence, Miyoung Suh, Natalie D. Riediger, Oribim Kingson; 	2018-11-15	VoR	10.3148/cjdpr-2018-034					Canadian Journal of Dietetic Practice and Research			10.3148/cjdpr	nrc:cjdpr	1486-3847	2292-9592		Controlled	Unique_Item_Requests	4	4	0
Diversity and Equity in Dietetics and Undergraduate Nutrition Education in Manitoba	Dietitians of Canada		Canadian Science Publishing	Adriana Mudryj, Kathy Vagianos, Kayla L. Farquhar, Kerry A. Spence, Miyoung Suh, Natalie D. Riediger, Oribim Kingson; 	2018-11-15	VoR	10.3148/cjdpr-2018-034					Canadian Journal of Dietetic Practice and Research			10.3148/cjdpr	nrc:cjdpr	1486-3847	2292-9592		Controlled	Total_Item_Requests	4	4	0
Dualistic spawning behaviour of the cunner, Tautogolabrus adspersus (Pisces: Labridae), in Bonne Bay, Newfoundland	NRC Research Press		Canadian Science Publishing	Guy Martel, John M. Green, Robert A. Pottle; 	2011-02-14	VoR	10.1139/z81-216					Canadian Journal of Zoology			10.1139/cjz	nrc:cjz	0008-4301	1480-3283		Controlled	Unique_Item_Requests	1	1	0
Dualistic spawning behaviour of the cunner, Tautogolabrus adspersus (Pisces: Labridae), in Bonne Bay, Newfoundland	NRC Research Press		Canadian Science Publishing	Guy Martel, John M. Green, Robert A. Pottle; 	2011-02-14	VoR	10.1139/z81-216					Canadian Journal of Zoology			10.1139/cjz	nrc:cjz	0008-4301	1480-3283		Controlled	Total_Item_Requests	1	1	0
Effect of biochar on permeability of compacted soil and its microscopic mechanism	NRC Research Press		Canadian Science Publishing	Lei Liu, Linbo Qin, Qiang Xue, Ruiqi Liu, Xingxing He, Yangyang Cai, Yong Wan, Zhiwei Dong; 	2022-06-09	VoR	10.1139/cgj-2021-0586					Canadian Geotechnical Journal			10.1139/cgj	nrc:cgj	0008-3674	1208-6010		Controlled	Unique_Item_Requests	1	1	0
Effect of biochar on permeability of compacted soil and its microscopic mechanism	NRC Research Press		Canadian Science Publishing	Lei Liu, Linbo Qin, Qiang Xue, Ruiqi Liu, Xingxing He, Yangyang Cai, Yong Wan, Zhiwei Dong; 	2022-06-09	VoR	10.1139/cgj-2021-0586					Canadian Geotechnical Journal			10.1139/cgj	nrc:cgj	0008-3674	1208-6010		Controlled	Total_Item_Requests	1	1	0
Effect of split application of fertilizer nitrogen on N2O emissions from potatoes	NRC Research Press		Canadian Science Publishing	B J Zebarth, D L Burton, J A MacLeod, K M Gillam; 	2011-03-18	VoR	10.4141/CJSS06007					Canadian Journal of Soil Science			10.4141/cjss	nrc:cjss	0008-4271	1918-1841		OA_Gold	Unique_Item_Requests	1	1	0
Effect of split application of fertilizer nitrogen on N2O emissions from potatoes	NRC Research Press		Canadian Science Publishing	B J Zebarth, D L Burton, J A MacLeod, K M Gillam; 	2011-03-18	VoR	10.4141/CJSS06007					Canadian Journal of Soil Science			10.4141/cjss	nrc:cjss	0008-4271	1918-1841		OA_Gold	Total_Item_Requests	1	1	0
Effects of crossover point exercise and high-intensity interval training on vascular health in young overweight females	NRC Research Press		Canadian Science Publishing	Peizhen Zhang, Xiaolan Zhu, Yuting Yang; 	2023-08-23	VoR	10.1139/apnm-2023-0054					Applied Physiology, Nutrition, and Metabolism			10.1139/apnm	nrc:apnm	1715-5312	1715-5320		Controlled	Unique_Item_Requests	1	1	0
Effects of crossover point exercise and high-intensity interval training on vascular health in young overweight females	NRC Research Press		Canadian Science Publishing	Peizhen Zhang, Xiaolan Zhu, Yuting Yang; 	2023-08-23	VoR	10.1139/apnm-2023-0054					Applied Physiology, Nutrition, and Metabolism			10.1139/apnm	nrc:apnm	1715-5312	1715-5320		Controlled	Total_Item_Requests	1	1	0
Equations for the soil-water characteristic curve	NRC Research Press		Canadian Science Publishing	Anqing Xing, D.G. Fredlund; 	2011-01-25	VoR	10.1139/t94-061					Canadian Geotechnical Journal			10.1139/cgj	nrc:cgj	0008-3674	1208-6010		Controlled	Unique_Item_Requests	1	1	0
Equations for the soil-water characteristic curve	NRC Research Press		Canadian Science Publishing	Anqing Xing, D.G. Fredlund; 	2011-01-25	VoR	10.1139/t94-061					Canadian Geotechnical Journal			10.1139/cgj	nrc:cgj	0008-3674	1208-6010		Controlled	Total_Item_Requests	1	1	0
Estimating diets of Atlantic salmon (Salmo salar) using fatty acid signature analyses; validation with controlled feeding studies	NRC Research Press		Canadian Science Publishing	Santosh P. Lall, Sarah N. Penney, Suzanne M. Budge; 	2012-05-16	VoR	10.1139/f2012-039					Canadian Journal of Fisheries and Aquatic Sciences			10.1139/cjfas	nrc:cjfas	0706-652X	1205-7533		Controlled	Unique_Item_Requests	1	1	0
Estimating diets of Atlantic salmon (Salmo salar) using fatty acid signature analyses; validation with controlled feeding studies	NRC Research Press		Canadian Science Publishing	Santosh P. Lall, Sarah N. Penney, Suzanne M. Budge; 	2012-05-16	VoR	10.1139/f2012-039					Canadian Journal of Fisheries and Aquatic Sciences			10.1139/cjfas	nrc:cjfas	0706-652X	1205-7533		Controlled	Total_Item_Requests	1	1	0
Estimating thresholds to optimal harvest rate for long-lived, low-fecundity sharks accounting for selectivity and density dependence in recruitment	NRC Research Press		Canadian Science Publishing	Carl J. Walters, Robyn E. Forrest; 	2009-11-18	VoR	10.1139/F09-137					Canadian Journal of Fisheries and Aquatic Sciences			10.1139/cjfas	nrc:cjfas	0706-652X	1205-7533		Controlled	Unique_Item_Requests	1	1	0
Estimating thresholds to optimal harvest rate for long-lived, low-fecundity sharks accounting for selectivity and density dependence in recruitment	NRC Research Press		Canadian Science Publishing	Carl J. Walters, Robyn E. Forrest; 	2009-11-18	VoR	10.1139/F09-137					Canadian Journal of Fisheries and Aquatic Sciences			10.1139/cjfas	nrc:cjfas	0706-652X	1205-7533		Controlled	Total_Item_Requests	2	2	0
Evidence-informed physical activity guidelines for Canadian adultsThis article is part of a supplement entitled Advancing physical activity measurement and guidelines in Canada: a scientific review and evidence-based foundation for the future of Canadian physical activity guidelines co-published by Applied Physiology, Nutrition, and Metabolism and the Canadian Journal of Public Health. It may be cited as Appl. Physiol. Nutr. Metab. 32(Suppl. 2E) or as Can. J. Public Health 98(Suppl. 2).	NRC Research Press		Canadian Science Publishing	Darren E.R. Warburton, Peter T. Katzmarzyk, Roy J. Shephard, Ryan E. Rhodes; 	2007-11-14	VoR	10.1139/H07-123					Applied Physiology, Nutrition, and Metabolism			10.1139/apnm	nrc:apnm	1715-5312	1715-5320		OA_Gold	Unique_Item_Requests	1	1	0
Evidence-informed physical activity guidelines for Canadian adultsThis article is part of a supplement entitled Advancing physical activity measurement and guidelines in Canada: a scientific review and evidence-based foundation for the future of Canadian physical activity guidelines co-published by Applied Physiology, Nutrition, and Metabolism and the Canadian Journal of Public Health. It may be cited as Appl. Physiol. Nutr. Metab. 32(Suppl. 2E) or as Can. J. Public Health 98(Suppl. 2).	NRC Research Press		Canadian Science Publishing	Darren E.R. Warburton, Peter T. Katzmarzyk, Roy J. Shephard, Ryan E. Rhodes; 	2007-11-14	VoR	10.1139/H07-123					Applied Physiology, Nutrition, and Metabolism			10.1139/apnm	nrc:apnm	1715-5312	1715-5320		OA_Gold	Total_Item_Requests	1	1	0
Extreme heat events and health vulnerabilities among immigrant and newcomer populations	Canadian Institute of Public Health Inspectors		Canadian Science Publishing	Joann Varickanickal, K. Bruce Newbold; 	2021-07-06	VoR	10.5864/d2021-011					Environmental Health Review			10.5864/ehr	nrc:ehr	0319-6771			Controlled	Unique_Item_Requests	1	1	0
Extreme heat events and health vulnerabilities among immigrant and newcomer populations	Canadian Institute of Public Health Inspectors		Canadian Science Publishing	Joann Varickanickal, K. Bruce Newbold; 	2021-07-06	VoR	10.5864/d2021-011					Environmental Health Review			10.5864/ehr	nrc:ehr	0319-6771			Controlled	Total_Item_Requests	2	2	0
Fish assemblages in agricultural drains are resilient to habitat change caused by drain maintenance	NRC Research Press		Canadian Science Publishing	Belinda Ward-Campbell, Karl Cottenie, Nicholas E. Mandrak, Robert McLaughlin; 	2017-01-20	VoR	10.1139/cjfas-2016-0361					Canadian Journal of Fisheries and Aquatic Sciences			10.1139/cjfas	nrc:cjfas	0706-652X	1205-7533		Controlled	Unique_Item_Requests	1	1	0
Fish assemblages in agricultural drains are resilient to habitat change caused by drain maintenance	NRC Research Press		Canadian Science Publishing	Belinda Ward-Campbell, Karl Cottenie, Nicholas E. Mandrak, Robert McLaughlin; 	2017-01-20	VoR	10.1139/cjfas-2016-0361					Canadian Journal of Fisheries and Aquatic Sciences			10.1139/cjfas	nrc:cjfas	0706-652X	1205-7533		Controlled	Total_Item_Requests	1	1	0
Freshwater and marine migration and survival of endangered Cultus Lake sockeye salmon (Oncorhynchus nerka) smolts using POST, a large-scale acoustic telemetry array	NRC Research Press		Canadian Science Publishing	Adrian Ladouceur, Aswea D. Porter, David W. Welch, Erin R. Rechisky, George D. Jackson, Melinda C. Jacobs, Michael C. Melnychuk, R. Scott McKinley; 	2009-04-28	VoR	10.1139/F09-032					Canadian Journal of Fisheries and Aquatic Sciences			10.1139/cjfas	nrc:cjfas	0706-652X	1205-7533		Controlled	Unique_Item_Requests	1	1	0
Freshwater and marine migration and survival of endangered Cultus Lake sockeye salmon (Oncorhynchus nerka) smolts using POST, a large-scale acoustic telemetry array	NRC Research Press		Canadian Science Publishing	Adrian Ladouceur, Aswea D. Porter, David W. Welch, Erin R. Rechisky, George D. Jackson, Melinda C. Jacobs, Michael C. Melnychuk, R. Scott McKinley; 	2009-04-28	VoR	10.1139/F09-032					Canadian Journal of Fisheries and Aquatic Sciences			10.1139/cjfas	nrc:cjfas	0706-652X	1205-7533		Controlled	Total_Item_Requests	1	1	0
High river temperature reduces survival of sockeye salmon (Oncorhynchus nerka) approaching spawning grounds and exacerbates female mortality	NRC Research Press		Canadian Science Publishing	Anthony P. Farrell, David Robichaud, David A. Patterson, Eduardo G. Martins, Karl K. English, Kristina M. Miller, Merran J. Hague, Scott G. Hinch, Steven J. Cooke; 	2012-02-02	VoR	10.1139/f2011-154					Canadian Journal of Fisheries and Aquatic Sciences			10.1139/cjfas	nrc:cjfas	0706-652X	1205-7533		Controlled	Unique_Item_Requests	1	1	0
High river temperature reduces survival of sockeye salmon (Oncorhynchus nerka) approaching spawning grounds and exacerbates female mortality	NRC Research Press		Canadian Science Publishing	Anthony P. Farrell, David Robichaud, David A. Patterson, Eduardo G. Martins, Karl K. English, Kristina M. Miller, Merran J. Hague, Scott G. Hinch, Steven J. Cooke; 	2012-02-02	VoR	10.1139/f2011-154					Canadian Journal of Fisheries and Aquatic Sciences			10.1139/cjfas	nrc:cjfas	0706-652X	1205-7533		Controlled	Total_Item_Requests	1	1	0
Historic climate change trends and impacts on crop yields in key agricultural areas of the prairie provinces in Canada: a literature review	NRC Research Press		Canadian Science Publishing	David S. Chanasyk, Dick Puurveen, Emmanuel Mapfumo, Sachin Acharya, Shannon Elton; 	2023-02-24	VoR	10.1139/cjps-2022-0215					Canadian Journal of Plant Science			10.4141/cjps	nrc:cjps	0008-4220	1918-1833		Controlled	Unique_Item_Requests	1	1	0
Historic climate change trends and impacts on crop yields in key agricultural areas of the prairie provinces in Canada: a literature review	NRC Research Press		Canadian Science Publishing	David S. Chanasyk, Dick Puurveen, Emmanuel Mapfumo, Sachin Acharya, Shannon Elton; 	2023-02-24	VoR	10.1139/cjps-2022-0215					Canadian Journal of Plant Science			10.4141/cjps	nrc:cjps	0008-4220	1918-1833		Controlled	Total_Item_Requests	1	1	0
How does Canada’s new vitamin D fortification policy affect the high prevalence of inadequate intake of the vitamin?	NRC Research Press		Canadian Science Publishing	Hassan Vatanparast, Zoe L Longworth; 	2023-06-30	VoR	10.1139/apnm-2023-0178					Applied Physiology, Nutrition, and Metabolism			10.1139/apnm	nrc:apnm	1715-5312	1715-5320		Controlled	Unique_Item_Requests	1	1	0
How does Canada’s new vitamin D fortification policy affect the high prevalence of inadequate intake of the vitamin?	NRC Research Press		Canadian Science Publishing	Hassan Vatanparast, Zoe L Longworth; 	2023-06-30	VoR	10.1139/apnm-2023-0178					Applied Physiology, Nutrition, and Metabolism			10.1139/apnm	nrc:apnm	1715-5312	1715-5320		Controlled	Total_Item_Requests	2	2	0
Impact of climate change scenarios on Canadian agroclimatic indices	NRC Research Press		Canadian Science Publishing	Brian McConkey, Budong Qian, Denise Neilsen, Hong Wang, Raymond Desjardins, Reinder De Jong, Sam Gameda, Ted Huffman; 	2013-05-01	VoR	10.4141/cjss2012-053					Canadian Journal of Soil Science			10.4141/cjss	nrc:cjss	0008-4271	1918-1841		OA_Gold	Unique_Item_Requests	1	1	0
Impact of climate change scenarios on Canadian agroclimatic indices	NRC Research Press		Canadian Science Publishing	Brian McConkey, Budong Qian, Denise Neilsen, Hong Wang, Raymond Desjardins, Reinder De Jong, Sam Gameda, Ted Huffman; 	2013-05-01	VoR	10.4141/cjss2012-053					Canadian Journal of Soil Science			10.4141/cjss	nrc:cjss	0008-4271	1918-1841		OA_Gold	Total_Item_Requests	1	1	0
Impact of helminth parasitism on a snowshoe hare population in central Wisconsin: a field experiment	NRC Research Press		Canadian Science Publishing	Ingegerd M. Keith, Lloyd B. Keith, Sara E. M. Bloomer, Thomas Willebrand; 	2011-02-15	VoR	10.1139/z95-222					Canadian Journal of Zoology			10.1139/cjz	nrc:cjz	0008-4301	1480-3283		Controlled	Unique_Item_Requests	1	1	0
Impact of helminth parasitism on a snowshoe hare population in central Wisconsin: a field experiment	NRC Research Press		Canadian Science Publishing	Ingegerd M. Keith, Lloyd B. Keith, Sara E. M. Bloomer, Thomas Willebrand; 	2011-02-15	VoR	10.1139/z95-222					Canadian Journal of Zoology			10.1139/cjz	nrc:cjz	0008-4301	1480-3283		Controlled	Total_Item_Requests	1	1	0
Impacts of potential climate change on selected agroclimatic indices in Atlantic Canada	NRC Research Press		Canadian Science Publishing	A. Bootsma, S. Gameda and D.W. McKenney; 	2011-03-19	VoR	10.4141/S04-019					Canadian Journal of Soil Science			10.4141/cjss	nrc:cjss	0008-4271	1918-1841		OA_Gold	Unique_Item_Requests	2	2	0
Impacts of potential climate change on selected agroclimatic indices in Atlantic Canada	NRC Research Press		Canadian Science Publishing	A. Bootsma, S. Gameda and D.W. McKenney; 	2011-03-19	VoR	10.4141/S04-019					Canadian Journal of Soil Science			10.4141/cjss	nrc:cjss	0008-4271	1918-1841		OA_Gold	Total_Item_Requests	2	2	0
Impacts of salinity and simulated herbivory on survival and reproduction of the threatened Gulf of St. Lawrence Aster, Symphyotrichum laurentianum	NRC Research Press		Canadian Science Publishing	Jeremy W. Lyons, Justin Ancheta, Stephen B. Heard; 	2010-07-29	VoR	10.1139/B10-046					Botany			10.1139/cjb	nrc:cjb	1916-2790	1916-2804		Controlled	Unique_Item_Requests	2	2	0
Impacts of salinity and simulated herbivory on survival and reproduction of the threatened Gulf of St. Lawrence Aster, Symphyotrichum laurentianum	NRC Research Press		Canadian Science Publishing	Jeremy W. Lyons, Justin Ancheta, Stephen B. Heard; 	2010-07-29	VoR	10.1139/B10-046					Botany			10.1139/cjb	nrc:cjb	1916-2790	1916-2804		Controlled	Total_Item_Requests	2	2	0
In-flight social calls: a primer for biologists and managers studying echolocation1	NRC Research Press		Canadian Science Publishing	E.H. Gillam, K.M. Bohn; 	2018-01-31	VoR	10.1139/cjz-2017-0188					Canadian Journal of Zoology			10.1139/cjz	nrc:cjz	0008-4301	1480-3283		Controlled	Unique_Item_Requests	1	1	0
In-flight social calls: a primer for biologists and managers studying echolocation1	NRC Research Press		Canadian Science Publishing	E.H. Gillam, K.M. Bohn; 	2018-01-31	VoR	10.1139/cjz-2017-0188					Canadian Journal of Zoology			10.1139/cjz	nrc:cjz	0008-4301	1480-3283		Controlled	Total_Item_Requests	2	2	0
Intakes of nutrients and food categories in Canadian children and adolescents across levels of sugars intake: cross-sectional analyses of the Canadian Community Health Survey 2015 Public Use Microdata File	NRC Research Press		Canadian Science Publishing	Alena (Praneet) Ng, Chiara DiAngelo, John L. Sievenpiper, Laura Chiavaroli, Mavra Ahmed, Sandra Marsden, Ye (Flora) Wang; 	2022-01-10	VoR	10.1139/apnm-2021-0517					Applied Physiology, Nutrition, and Metabolism			10.1139/apnm	nrc:apnm	1715-5312	1715-5320		OA_Gold	Unique_Item_Requests	1	1	0
Intakes of nutrients and food categories in Canadian children and adolescents across levels of sugars intake: cross-sectional analyses of the Canadian Community Health Survey 2015 Public Use Microdata File	NRC Research Press		Canadian Science Publishing	Alena (Praneet) Ng, Chiara DiAngelo, John L. Sievenpiper, Laura Chiavaroli, Mavra Ahmed, Sandra Marsden, Ye (Flora) Wang; 	2022-01-10	VoR	10.1139/apnm-2021-0517					Applied Physiology, Nutrition, and Metabolism			10.1139/apnm	nrc:apnm	1715-5312	1715-5320		OA_Gold	Total_Item_Requests	1	1	0
Integrating tagging and fisheries data into a spatial population dynamics model to improve its predictive skills	NRC Research Press		Canadian Science Publishing	Inna Senina, John Hampton, John Sibert, Patrick Lehodey; 	2019-09-18	VoR	10.1139/cjfas-2018-0470					Canadian Journal of Fisheries and Aquatic Sciences			10.1139/cjfas	nrc:cjfas	0706-652X	1205-7533		OA_Gold	Unique_Item_Requests	1	1	0
Integrating tagging and fisheries data into a spatial population dynamics model to improve its predictive skills	NRC Research Press		Canadian Science Publishing	Inna Senina, John Hampton, John Sibert, Patrick Lehodey; 	2019-09-18	VoR	10.1139/cjfas-2018-0470					Canadian Journal of Fisheries and Aquatic Sciences			10.1139/cjfas	nrc:cjfas	0706-652X	1205-7533		OA_Gold	Total_Item_Requests	2	2	0
Interaction between 2-(p-toluidino)-6-naphthalenesulfonic acid sodium salt (TNS) and β-lactoglobulin	NRC Research Press		Canadian Science Publishing	Huiqing Li, Jing Wei, Youming Dong, Zhiyue Yu; 	2016-06-01	VoR	10.1139/cjc-2015-0450					Canadian Journal of Chemistry			10.1139/cjc	nrc:cjc	0008-4042	1480-3291		Controlled	Unique_Item_Requests	1	1	0
Interaction between 2-(p-toluidino)-6-naphthalenesulfonic acid sodium salt (TNS) and β-lactoglobulin	NRC Research Press		Canadian Science Publishing	Huiqing Li, Jing Wei, Youming Dong, Zhiyue Yu; 	2016-06-01	VoR	10.1139/cjc-2015-0450					Canadian Journal of Chemistry			10.1139/cjc	nrc:cjc	0008-4042	1480-3291		Controlled	Total_Item_Requests	1	1	0
Investing in a better future: higher education and post-COVID Canada	Canadian Science Publishing		Canadian Science Publishing	Frank Deer, Guy Laforest, Jennifer Brennan, Julia M. Wright, Karen Foster, Leesa Wheelahan, Leonard Findlay, Roopa Desai Trilokekar; 	2021-06-03	VoR	10.1139/facets-2021-0006					FACETS			10.1139/facets	nrc:facets		2371-1671		OA_Gold	Unique_Item_Requests	1	1	0
Investing in a better future: higher education and post-COVID Canada	Canadian Science Publishing		Canadian Science Publishing	Frank Deer, Guy Laforest, Jennifer Brennan, Julia M. Wright, Karen Foster, Leesa Wheelahan, Leonard Findlay, Roopa Desai Trilokekar; 	2021-06-03	VoR	10.1139/facets-2021-0006					FACETS			10.1139/facets	nrc:facets		2371-1671		OA_Gold	Total_Item_Requests	1	1	0
Krešimir Krnjević (1927–2021) and GABAergic inhibition: a lifetime dedication	NRC Research Press		Canadian Science Publishing	Enrico Cherubini, Massimo Avoli, Yehezkel Ben-Ari; 	2021-11-12	VoR	10.1139/cjpp-2021-0451					Canadian Journal of Physiology and Pharmacology			10.1139/cjpp	nrc:cjpp	0008-4212	1205-7541		Controlled	Unique_Item_Requests	1	1	0
Krešimir Krnjević (1927–2021) and GABAergic inhibition: a lifetime dedication	NRC Research Press		Canadian Science Publishing	Enrico Cherubini, Massimo Avoli, Yehezkel Ben-Ari; 	2021-11-12	VoR	10.1139/cjpp-2021-0451					Canadian Journal of Physiology and Pharmacology			10.1139/cjpp	nrc:cjpp	0008-4212	1205-7541		Controlled	Total_Item_Requests	1	1	0
Model for the prediction of shear strength with respect to soil suction	NRC Research Press		Canadian Science Publishing	A W Clifton, D E Pufahl, D G Fredlund, S K Vanapalli; 	2011-01-25	VoR	10.1139/t96-060					Canadian Geotechnical Journal			10.1139/cgj	nrc:cgj	0008-3674	1208-6010		Controlled	Unique_Item_Requests	1	1	0
Model for the prediction of shear strength with respect to soil suction	NRC Research Press		Canadian Science Publishing	A W Clifton, D E Pufahl, D G Fredlund, S K Vanapalli; 	2011-01-25	VoR	10.1139/t96-060					Canadian Geotechnical Journal			10.1139/cgj	nrc:cgj	0008-3674	1208-6010		Controlled	Total_Item_Requests	1	1	0
New Canadian Physical Activity Guidelines	NRC Research Press		Canadian Science Publishing	Allana G. LeBlanc, Amy E. Latimer, Audrey Hicks, Darren E.R. Warburton, Donald H. Paterson, Ian Janssen, Kelly Murumets, Lori Zehr, Mark S. Tremblay, Mary Duggan, Michelle E. Kho, Ryan E. Rhodes; 	2011-02-15	VoR	10.1139/H11-009					Applied Physiology, Nutrition, and Metabolism			10.1139/apnm	nrc:apnm	1715-5312	1715-5320		OA_Gold	Unique_Item_Requests	2	2	0
New Canadian Physical Activity Guidelines	NRC Research Press		Canadian Science Publishing	Allana G. LeBlanc, Amy E. Latimer, Audrey Hicks, Darren E.R. Warburton, Donald H. Paterson, Ian Janssen, Kelly Murumets, Lori Zehr, Mark S. Tremblay, Mary Duggan, Michelle E. Kho, Ryan E. Rhodes; 	2011-02-15	VoR	10.1139/H11-009					Applied Physiology, Nutrition, and Metabolism			10.1139/apnm	nrc:apnm	1715-5312	1715-5320		OA_Gold	Total_Item_Requests	2	2	0
Origin of Symphyotrichum anticostense (Asteraceae, Astereae), an endemic, high polyploid species of the Gulf of St. Lawrence region, based on morphological and nrDNA evidence	NRC Research Press		Canadian Science Publishing	Jamil Vaezi, Luc Brouillet; 	2022-01-08	VoR	10.1139/cjb-2021-0145					Botany			10.1139/cjb	nrc:cjb	1916-2790	1916-2804		Controlled	Unique_Item_Requests	2	2	0
Origin of Symphyotrichum anticostense (Asteraceae, Astereae), an endemic, high polyploid species of the Gulf of St. Lawrence region, based on morphological and nrDNA evidence	NRC Research Press		Canadian Science Publishing	Jamil Vaezi, Luc Brouillet; 	2022-01-08	VoR	10.1139/cjb-2021-0145					Botany			10.1139/cjb	nrc:cjb	1916-2790	1916-2804		Controlled	Total_Item_Requests	2	2	0
Patterns of vegetation change in Yukon: recent findings and future research in dynamic subarctic ecosystems	NRC Research Press		Canadian Science Publishing	Carissa D. Brown, Donald G. Reid, Kirsten A. Reid; 	2022-07-24	VoR	10.1139/er-2021-0110					Environmental Reviews			10.1139/er	nrc:er	1181-8700	1208-6053		OA_Gold	Unique_Item_Requests	1	1	0
Patterns of vegetation change in Yukon: recent findings and future research in dynamic subarctic ecosystems	NRC Research Press		Canadian Science Publishing	Carissa D. Brown, Donald G. Reid, Kirsten A. Reid; 	2022-07-24	VoR	10.1139/er-2021-0110					Environmental Reviews			10.1139/er	nrc:er	1181-8700	1208-6053		OA_Gold	Total_Item_Requests	1	1	0
Phenotypic and genotypic differentiation of Vaccinium vitis-idaea between coastal barrens and forests in Nova Scotia, Canada	NRC Research Press		Canadian Science Publishing	Jennifer L. Balsdon, Jeremy T. Lundholm, Tyler W. Smith; 	2011-02-14	VoR	10.1139/b11-003					Botany			10.1139/cjb	nrc:cjb	1916-2790	1916-2804		Controlled	Unique_Item_Requests	1	1	0
Phenotypic and genotypic differentiation of Vaccinium vitis-idaea between coastal barrens and forests in Nova Scotia, Canada	NRC Research Press		Canadian Science Publishing	Jennifer L. Balsdon, Jeremy T. Lundholm, Tyler W. Smith; 	2011-02-14	VoR	10.1139/b11-003					Botany			10.1139/cjb	nrc:cjb	1916-2790	1916-2804		Controlled	Total_Item_Requests	1	1	0
PHYSICAL PROPERTIES OF SOME PRINCE EDWARD ISLAND SOILS IN RELATION TO THEIR TILLAGE REQUIREMENT AND SUITABILITY FOR DIRECT DRILLING	NRC Research Press		Canadian Science Publishing	M. R. CARTER; 	2011-03-19	VoR	10.4141/cjss87-045					Canadian Journal of Soil Science			10.4141/cjss	nrc:cjss	0008-4271	1918-1841		OA_Gold	Unique_Item_Requests	1	1	0
PHYSICAL PROPERTIES OF SOME PRINCE EDWARD ISLAND SOILS IN RELATION TO THEIR TILLAGE REQUIREMENT AND SUITABILITY FOR DIRECT DRILLING	NRC Research Press		Canadian Science Publishing	M. R. CARTER; 	2011-03-19	VoR	10.4141/cjss87-045					Canadian Journal of Soil Science			10.4141/cjss	nrc:cjss	0008-4271	1918-1841		OA_Gold	Total_Item_Requests	1	1	0
Pipesoil interaction analysis of jointed water mains	NRC Research Press		Canadian Science Publishing	B Rajani, C Zhan, S Kuraoka; 	2011-01-25	VoR	10.1139/t96-061					Canadian Geotechnical Journal			10.1139/cgj	nrc:cgj	0008-3674	1208-6010		Controlled	Unique_Item_Requests	1	1	0
Pipesoil interaction analysis of jointed water mains	NRC Research Press		Canadian Science Publishing	B Rajani, C Zhan, S Kuraoka; 	2011-01-25	VoR	10.1139/t96-061					Canadian Geotechnical Journal			10.1139/cgj	nrc:cgj	0008-3674	1208-6010		Controlled	Total_Item_Requests	1	1	0
Polar bear research: has science helped management and conservation?	NRC Research Press		Canadian Science Publishing	Alyssa M. Bohart, Andrew E. Derocher, Dag Vongraven; 	2018-07-10	VoR	10.1139/er-2018-0021					Environmental Reviews			10.1139/er	nrc:er	1181-8700	1208-6053		Controlled	Unique_Item_Requests	2	2	0
Polar bear research: has science helped management and conservation?	NRC Research Press		Canadian Science Publishing	Alyssa M. Bohart, Andrew E. Derocher, Dag Vongraven; 	2018-07-10	VoR	10.1139/er-2018-0021					Environmental Reviews			10.1139/er	nrc:er	1181-8700	1208-6053		Controlled	Total_Item_Requests	4	4	0
Population genetic structure of the Gulf of St. Lawrence aster, Symphyotrichum laurentianum (Asteraceae), a threatened coastal endemic	NRC Research Press		Canadian Science Publishing	Kirby Tulk, Linley K. Jesson, Stephen B. Heard; 	2009-11-03	VoR	10.1139/B09-068					Botany			10.1139/cjb	nrc:cjb	1916-2790	1916-2804		Controlled	Unique_Item_Requests	3	3	0
Population genetic structure of the Gulf of St. Lawrence aster, Symphyotrichum laurentianum (Asteraceae), a threatened coastal endemic	NRC Research Press		Canadian Science Publishing	Kirby Tulk, Linley K. Jesson, Stephen B. Heard; 	2009-11-03	VoR	10.1139/B09-068					Botany			10.1139/cjb	nrc:cjb	1916-2790	1916-2804		Controlled	Total_Item_Requests	3	3	0
